Imagen;Descripcion;Autor;Coleccion
Squleu001;Rama;Ussher 2003;Ussher & León 9906-242A (MERC)
Squleu002;Filidio;Ussher 2003;Ussher & León 9906-242A (MERC)
Squleu003;Zona apical del filidio;Ussher 2003;Ussher & León 9906-242A (MERC)
Squleu004;Zona basal del filidio;Ussher 2003;Ussher & León 9906-242A (MERC)
Squleu005;Células alares de la lámina;Ussher 2003;Ussher & León 9906-242A (MERC)
Squleu006;Base del filidio;Ussher 2003;Ussher & León 9906-242A (MERC)
Squleu007;Células mediales de la lámina;Ussher 2003;Ussher & León 9906-242A (MERC)
Squleu008;"Squamidium leucotrichum (Taylor) Broth.  a. Rama; b. Filidio; c. Zona apical del filidio; d. Zona basal del filidio; e. Células mediales de la lámina; f. Células alares de la lámina; g. Base del filidio";Ussher 2003;Ussher & León 9906-242A (MERC)
