Imagen;Descripción;Autor;Colección
Grilon001;Hábito;Delgado & León 2013;YLV 15/2012/06
Grilon002;Filidio;Delgado & León 2013;YLV 15/2012/06
Grilon003;Secciones transversales de caulidio y el filidio;Delgado & León 2013;YLV 15/2012/06
Grilon004;Sección transversal del filidio;Delgado & León 2013;YLV 15/2012/06
Grilon005;Ápice del filidio;Delgado & León 2013;YLV 15/2012/06
Grilon006;Células próximas al ápice del filidio;Delgado & León 2013;YLV 15/2012/06
Grilon007;Células basales del filidio;Delgado & León 2013;YLV 15/2012/06
Grilon008;Células medias del filidio;Delgado & León 2013;YLV 15/2012/06
