Imagen;Descripción;Autor;Colección
Tribra001;Rama;Ussher 2003;Ussher et al. 9905-153B (MERC)
Tribra002;Filidios;Ussher 2003;Ussher et al. 9905-153B (MERC)
Tribra003;Zona apical del filidio;Ussher 2003;Ussher et al. 9905-153B (MERC)
Tribra004;Zona basal del filidio;Ussher 2003;Ussher et al. 9905-153B (MERC)
Tribra005;Lámina;Ussher 2003;Ussher et al. 9905-153B (MERC)
Tribra006;Células pluripapilosas de la lámina, detalle de la costa;Ussher 2003;Ussher et al. 9905-153B (MERC)
Tribra007;"Trichostomun brachydontium Bruch  a. Rama; b. Filidio; c. Células pluripapilosas de la lámina; d. Zona apical del filidio; e. Zona basal del filidio; f. Filidio";Ussher 2003;Ussher et al. 9905-153B (MERC)
