Imagen;Descripcion;Autor;Coleccion
Pohelo001;Rama;Ussher 2003;Ussher & León 9906-248 A (MERC)
Pohelo002;Filidios;Ussher 2003;Ussher & León 9906-248 A (MERC)
Pohelo003;Células mediales de la lámina y costa;Ussher 2003;Ussher & León 9906-248 A (MERC)
Pohelo004;Zona basal del filidio;Ussher 2003;Ussher & León 9906-248 A (MERC)
Pohelo005;Zona apical del filidio;Ussher 2003;Ussher & León 9906-248 A (MERC)
Pohelo006;"Pohlia elongata Hedw.  a. Rama; b. Filidios; c. Zona apical del filidio;  d. Zona basal del filidio; e. Células mediales de la lámina y costa";Ussher 2003;Ussher & León 9906-248 A (MERC)
