Imagen;Descripcion;Autor;Coleccion
Plarhy001;Hábito;Ussher 2003;Ussher et al. 9902-56A (MERC)
Plarhy002;Zona apical del filidio;Ussher 2003;Ussher et al. 9902-56A (MERC)
Plarhy003;Margen del filidio;Ussher 2003;Ussher et al. 9902-56A (MERC)
Plarhy004;Zona medial del filidio;Ussher 2003;Ussher et al. 9902-56A (MERC)
Plarhy005;Zona basal del filidio;Ussher 2003;Ussher et al. 9902-56A (MERC)
Plarhy006;Células mediales de la lámina;Ussher 2003;Ussher et al. 9902-56A (MERC)
Plarhy007;Costa;Ussher 2003;Ussher et al. 9902-56A (MERC)
Plarhy008;Células apicales de la lámina;Ussher 2003;Ussher et al. 9902-56A (MERC)
Plarhy009;"Plagiomnium rhynchonphorum (Hook.) T. J. Kop.  a. Hábito; b. Zona apical del filidio; c. Zona basal del filidio; d. Células del borde la la lámina; e. Costa y células yuxtacostales de la lámina; f. Zona medial del filidio; g. Células apicales de la lámina; h. Células mediales de la lámina";Ussher 2003;Ussher et al. 9902-56A (MERC)
