Imagen;Descripción;Autor;Colección
Necchi001;Filidio;Delgado & León 2013;J.Delgado04/2013-04 (MERC)
Necchi002;Células del margen de la lámina;Delgado & León 2013;J.Delgado04/2013-04 (MERC)
Necchi003;Células proximales al ápice de la lámina;Delgado & León 2013;J.Delgado04/2013-04 (MERC)
Necchi004;Base de la lámina;Delgado & León 2013;J.Delgado04/2013-04 (MERC)
Necchi005;Ápice de la lámina;Delgado & León 2013;J.Delgado04/2013-04 (MERC)
