division;clase;subclase;orden;familia;aceptado;genero;especie;Variedad;Subespecie;autor;nombre;Dir;;clasificacion;basionimo;endemica;zona_vdw;paises_andinotropicales;distribucion_mundial;ecorregion;ecosistema;habito;sustrato;Lista Roja mundial;CategoriaIUCN;CriterioIUCN;AutorCriterio;Revision;Revisor;FechaRevision;Comentarios
Bryophyta;Bryopsida;Dicranidae;Dicranales;Dicranaceae;1;Holomitrium;antennatum;;;Mitt., J. Linn;Holomitrium antennatum;Holomitrium_antennatum;;6;;0;;Bolivia, Colombia, Ecuador, Per£ y Venezuela (Tropicos.org);Bolivia, Brasil, Colombia, Ecuador, Per£, Venezuela;;;;;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Dicranales;Dicranaceae;1;Holomitrium;arboreum;;;Mitt.;Holomitrium arboreum;Holomitrium_arboreum;;6;;0;Am 2, Am 3, Am 4, Am 5;;;;;Ep°fito;;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Dicranales;Dicranaceae;1;Holomitrium;crispulum;;;Mart.;Holomitrium crispulum;Holomitrium_crispulum;;6;;0;Am 3, Am 4, Am 6;;;;;;;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Dicranales;Dicranaceae;1;Holomitrium;flexuosum;;;Mitt., J. Linn.;Holomitrium flexuosum;Holomitrium_flexuosum;;6;;0;Am 4.;Venezuela, Colombia, Ecuador y Bolivia.;Bolivia, Colombia, Ecuador, Costa Rica, Guatemala, Panam†, Per£, Venezuela.;;;;;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Dicranales;Dicranaceae;1;Holomitrium;lutescens;;;MÅll. Hal.;Holomitrium lutescens;Holomitrium_lutescens;;6;;1;Am 4.;;Venezuela;;;;;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Dicranales;Dicranaceae;1;Holomitrium;moritzianum;;;Hampe;Holomitrium moritzianum;Holomitrium_moritzianum;;6;;0;Am 4, Am 5.;Venezuela, Colombia y Bolivia.;Bolivia, Colombia, Costa Rica, Panam†, Per£, Venezuela;;;;;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Dicranales;Dicranaceae;1;Holomitrium;pulchellum;;;Mitt.;Holomitrium pulchellum;Holomitrium_pulchellum;;6;;0;Am 2, Am 4.;;;;;;;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Dicranales;Dicranaceae;1;Holomitrium;sinuosum;;;B.H. Allen;Holomitrium sinuosum;Holomitrium_sinuosum;;6;;0;Am 4.;Bolivia, Venezuela y Colombia;Bolivia, Colombia, Costa Rica, MÇxico, Panam† y Venezuela;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Thamnobryaceae;1;Homalia;glabella;;;(Hedw.) Schimp.;Homalia glabella;Homalia_glabella;;6;;0;Am 2, Am 3, Am 4, Am 5.;;;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Thamnobryaceae;1;Homaliodendron;flabellatum;;;(Sm.) M. Fleisch.;Homaliodendron flabellatum;Homaliodendron_flabellatum;;6;;0;;;;;;;;;;;;;;;En Pittier 1936 como Porothamnium decompositum (Brid.) M. Fleisch. 
Bryophyta;Bryopsida;Bryidae;Hypnales;Thamnobryaceae;1;Homaliodendron;piniforme;;;(Brid.) Enroth;Homaliodendron piniforme;Homaliodendron_piniforme;;6;;0;;;;;;;;;;;;;;;En Morales & Garc°a 2006 como Pinnatella piniformis (Brid.) M. Fleisch. 
Bryophyta;Bryopsida;Bryidae;Hookeriales;Hookeriaceae;1;Hookeria;acutifolia;;;Hook. & Grev.;Hookeria acutifolia;Hookeria_acutifolia;;6;;0;Am 1, Am 2, Am 3, Am 4, Am 5, As 2, As 3, As 4, Oc.;;;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hookeriales;Hookeriaceae;1;Hookeriopsis;luteorufescens;;;(Besch.) A. Jaeger;Hookeriopsis luteorufescens;Hookeriopsis_luteorufescens;;6;;0;;;Puerto Rico, Colombia,  Islas de Barlovento,  Islas de Sotavento;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hookeriales;Pilotrichaceae;1;Hookeriopsis;ptari-tepuiensis;;;E.B. Bartram;Hookeriopsis ptari-tepuiensis;Hookeriopsis_ptari-tepuiensis;;6;;1;Am 4.;Venezuela;Venezuela;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hookeriales;Pilotrichaceae;1;Hookeriopsis;steyermarkii;;;E.B. Bartram;Hookeriopsis steyermarkii;Hookeriopsis_steyermarkii;;6;;1;Am 4.;Venezuela;Venezuela;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hookeriales;Pilotrichaceae;1;Hookeriopsis;venezuelensis;;;E.B. Bartram;Hookeriopsis venezuelensis;Hookeriopsis_venezuelensis;;6;;1;Am 4.;Venezuela;Venezuela;;;;;Venezuela;VU;D2;Le¢n et al. 2013a;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Hylocomiaceae;1;Hydropogon;fontinaloides;;;(Hook.) Brid.;Hydropogon fontinaloides;Hydropogon_fontinaloides;;6;;0;Am 4, Am 5.;;;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Hylocomiaceae;1;Hydropogonella;gymnostoma;;;(Schimp.) Cardot ex Le Jol.;Hydropogonella gymnostoma;Hydropogonella_gymnostoma;;6;;0;Am 2, Am 4, Am 5.;;;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Hypnaceae;0;Hygrohypnum;tequendamense;;;Herzog;Hygrohypnum tequendamense;Hygrohypnum_tequendamense;;6;;0;;Colombia (Tropicos.org);Colombia;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Hypnaceae;0;Hygrohypnum;tequendamense;var. subfalcatum;;Herzog;Hygrohypnum tequendamense var. subfalcatum;Hygrohypnum_tequendamense_subfalcatum;;8;;0;;Colombia (Tropicos.org);Colombia;;;;;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Pottiales;Pottiaceae;1;Hymenostylium;recurvirostrum;;;(Hedw.) Dixon;Hymenostylium recurvirostrum;Hymenostylium_recurvirostrum;;6;;0;;;Afganist†n, Armenia, Austria, Belice, Bolivia, Brasil, Canad†, Cuba, Rep£blica Dominicana, Hait°, Jamaica, Puerto Rico, Chile, China, Colombia, Costa Rica, Dinamarca, Ecuador, Egipto, Finlandia, Gran Breta§a, Grecia, Guatemala, Haw†i , Honduras, India, Islandia, Lesoto, Italia, MÇxico, Namibia, Nueva Zelanda, Papua Nueva Guinea, Per£, filipinas, Rusia, Sur µfrica, Sri Lanka, Suecia, Suiza, Tanzania, Estados Unidos, Venezuela, Vietnam;;;;;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Pottiales;Pottiaceae;1;Hymenostylium;recurvirostrum;var. recurvirostre;;;Hymenostylium recurvirostrum var. recurvirostre;Hymenostylium_recurvirostrum_recurvirostre;;8;;0;Am 1, Am 2, Am 3, Am 4, Am 6, Afr 1, Afr 3, Afr 4, As 1, As 2, As 3, As 4, As 5, Austr 1, Austr 2, Eur.;;India,  Estados Unidos,  Canad†,  Groenlandia,  Haw†i, Islandia;;;;;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Pottiales;Pottiaceae;1;Hyophila;involuta;;;(Hook.) A. Jaeger;Hyophila involuta;Hyophila_involuta;;6;;0;Am 1, Am 2, Am 3, Am 4, Am 5, Afr 4, As 2, As 3, As 4, Eur, Oc.;;Venezuela,  Colombia,  Per£,  Bolivia,  Ecuador;;;Ep°fito;Muro;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Pottiales;Pottiaceae;1;Hyophila;involutifolia;;;(MÅll. Hal.) A. Jaeger;Hyophila involutifolia;Hyophila_involutifolia;;6;;0;;;Venezuela;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hookeriales;Pilotrichaceae;1;Hypnella;diversifolia;;;(Mitt.) A. Jaeger;Hypnella diversifolia;Hypnella_diversifolia;;6;;0;Am 2, Am 3, Am 4;;;;;;;;;;;; ;;En Pittier 1936 como Hypnella pilotrichelloides Broth. 
Bryophyta;Bryopsida;Bryidae;Hookeriales;Pilotrichaceae;1;Hypnella;guayanensis;;;B. H. Allen & W. R. Buck;Hypnella guayanensis;Hypnella_guayanensis;;6;;0;Am 4, Am 5.;;Venezuela;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hookeriales;Pilotrichaceae;1;Hypnella;leptorrhyncha;;;(Hook. & Grev.) A. Jaeger;Hypnella leptorrhyncha;Hypnella_leptorrhyncha;;6;;0;Am 3, Am 4.;;Cuba, Jamaica, Hait°, Republica Dominicana Puerto Rico, Nevis Guadalupe, Dominica, Martinica St. Vicente Trinidad, Venezuela;;;;;;;;;; ;;En Pittier 1936 como Hookeria leptorrhyncha Hook. & Grev. y como Hypnella philonotula (MÅll. Hal.) Kindb.
Bryophyta;Bryopsida;Bryidae;Hookeriales;Pilotrichaceae;1;Hypnella;pallescens;;;(Hook.) A. Jaeger;Hypnella pallescens;Hypnella_pallescens;;6;;0;Am 2, Am 3, Am 4, Am 5;;Cuba, Jamaica, Puerto Rico, Guadalupe, Dominica, Martinica, St. Lucia, Panam† Colombia, Venezuela, Trinidad Guyana, Brasil, Ecuador, Per£.;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hookeriales;Pilotrichaceae;1;Hypnella;pilifera;;;(Hook. f. & Wilson) A. Jaeger;Hypnella pilifera;Hypnella_pilifera;;6;;0;Am 2, Am 4, Am 5;;MÇxico Honduras, Costa Rica, Panam†, Colombia, Venezuela, Brasil, Ecuador, Per£ y Bolivia;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Hypnaceae;1;Hypnum;amabile;;;(Mitt.) Hampe;Hypnum amabile;Hypnum_amabile;;6;;0;Am 2, Am 4, Am 5.;;;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Hypnaceae;1;Hypnum;cupressiforme;;;Hedw.;Hypnum cupressiforme;Hypnum_cupressiforme;;6;;0;;Bolivia, Colombia, Ecuador y Per£;Australia,  Bolivia,  Canad†,  Isla Canaria,  Chile,  China,  Colombia,  Rep£blica Checa,  Guatemala,  India,  Jap¢n,  Mongolia,  Filipinas,  Ecuador,  Alemania,  Honduras,  Kazajist†n,  MÇxico, Colombia, Mongolia,  Nueva Zelanda,  Pakist†n,  Per£,  Polonia,  Isla de la Reuni¢n,  Rusia,  Italia,  Sud†frica,  Suecia,  Tanzania,  Turqu°a,  Uganda,  Reino Unido,  Estados Unidos y Zimbabue;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Hypnaceae;0;Hypnum;cupressiforme;var. lacunosum;;Brid.;Hypnum cupressiforme var. lacunosum;Hypnum_cupressiforme_lacunosum;;8;;0;;Bolivia, Colombia, Ecuador y Venezuela;Australia, Costa Rica, Kazakst†n, Mongolia, Bolivia, Colombia, Ecuador, Polonia, Italia, Reino Unido, Estados Unidos y Venezuela;;;Terrestre, Sax°cola;Suelo # Roca;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Hypnaceae;0;Hypnum;lacunosum;;;(Brid.) Brid.;Hypnum lacunosum;Hypnum_lacunosum;;6;;0;Am 1, Am 2, Am 4, Am 6, Afr 1, Afr 2, Afr 4, As 5, Austr 1, Austr 2, Eur.;;;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Hypnaceae;1;Hypnum;napoanum;;;De Not.;Hypnum napoanum;Hypnum_napoanum;;6;;0;;;;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Rutenbergiaceae;1;Hypopterigium;tamarisci;;;(Sw.) Brid.;Hypopterigium tamarisci;Hypopterigium_tamarisci;;6;;0;Am 1, Am 2, Am 3, Am 4, Am 5;;Argentina, Belice, Bolivia, Brasil, Cuba, Rep£blica Dominicana, Jamaica, Puerto Rico, Colombia, Costa Rica,  Ecuador, Guatemala, Honduras, Kenia, Madagascar, Mauritius, MÇxico, Nicaragua, Panam†, Paraguay, Per£, Sumatra, Uganda, Estados Unidos, Vietnam , Venezuela, Brasil y Per£;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Hypnaceae;1;Irlandiaia;robusticaulis;;;(E.B. Bartram) W.R. Buck;Irlandiaia robusticaulis;Irlandiaia_robusticaulis;;6;;0;;;;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Myrinianeae;1;Isodrepanium;lentulum;;;(Wilson) E. Britton;Isodrepanium lentulum;Isodrepanium_lentulum;;6;;0;Am 2, Am 3, Am 4, Am 6;;Venezuela,  Colombia,  Ecuador,  Bolivia;;;Lign°cola, Ep°fito;Tronco # Madera en descomposic¢n;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Hypnaceae;1;Isopterygium;acutifolium;;;Irlandia;Isopterygium acutifolium;Isopterygium_acutifolium;;6;;0;Am 4, Am 5.;;;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Hypnaceae;1;Isopterygium;affusum;;;Mitt.;Isopterygium affusum;Isopterygium_affusum;;6;;0;Am 2, Am 3, Am 4, Am 5;;;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Hypnaceae;1;Isopterygium;plumicaule;;;(MÅll. Hal.) W.R. Buck;Isopterygium plumicaule;Isopterygium_plumicaule;;6;;1;Am 4.;Venezuela;;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Hypnaceae;1;Isopterygium;pseudosubulatum;;;(MÅll. Hal.) Paris;Isopterygium pseudosubulatum;Isopterygium_pseudosubulatum;;6;;0;;;Caribe;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Hypnaceae;1;Isopterygium;pygmaeocarpum;;;(MÅll. Hal.) Broth.;Isopterygium pygmaeocarpum;Isopterygium_pygmaeocarpum;;6;;0;;;;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Hypnaceae;1;Isopterygium;subbrevisetum;;;(Hampe) Broth.;Isopterygium subbrevisetum;Isopterygium_subbrevisetum;;6;;0;Am 2, Am 3, Am 4, Am 5.;;;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Hypnaceae;1;Isopterygium;tenerifolium;;;Mitt.;Isopterygium tenerifolium;Isopterygium_tenerifolium;;6;;0;;Bolivia, Colombia y Per£;Bolivia,  Brasil,  Puerto Rico, Colombia,  Colombia,  Colombia,  Honduras,  Estados Unidos y Per£;;;Terrestre, Lign°cola;Suelo # Madera en descomposici¢n;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Hypnaceae;1;Isopterygium;tenerum;;;(Sw.) Mitt.;Isopterygium tenerum;Isopterygium_tenerum;;6;;0;Am 2, Am 3, Am 4, Am 5, Am 6;;;;;Ep°fito, Lign°cola;Tronco # Madera en descomposici¢n;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Pterobryaceae;1;Jaegerina;scariosa;;;(Lorentz) Arzeni;Jaegerina scariosa;Jaegerina_scariosa;;6;;0;Am 1, Am 2, Am 3, Am 4, Am 5, Afr 2.;;Florida, Cuba, Republica Dominicana, Guatemala, Costa Rica Panam† ,Venezuela, Colombia, Bolivia, Brasil;;;Ep°fito;;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Pottiales;Pottiaceae;1;Kingiobryum;paramicola;;;H. Rob.;Kingiobryum paramicola;Kingiobryum_paramicola;;6;;0;Am 4.;Venezuela y Colombia;;;;;;Venezuela;VU;D2;Le¢n et al. 2013b;;;;
Bryophyta;Bryopsida;Bryidae;Bartramiales;Bartramiaceae;1;Leiomela;bartramioides;;;(Hook.) Paris;Leiomela bartramioides;Leiomela_bartramioides;;6;;0;Am 2, Am3, Am 4, Afr 3.;;Guatemala,  Costa Rica,  AmÇrica del Sur;Andes, Cordillera de la Costa Central, Sur del Orinoco (Guayana);;;;;;;;;;;En Pittier 1936 como Cryptopodium hookeri Hampe
Bryophyta;Bryopsida;Bryidae;Bartramiales;Bartramiaceae;1;Leiomela;lineata;;;(MÅll. Hal.) Broth.;Leiomela lineata;Leiomela_lineata;;6;;1;Am 4.;Venezuela;;Andes;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Bartramiales;Bartramiaceae;1;Leiomela;lopezii;;;D.G. Griffin;Leiomela lopezii;Leiomela_lopezii;;6;;0;Am 4.;Venezuela y Colombia;Colombia, Venezuela;Andes;;Ep°fito;;Venezuela;VU;D2;Le¢n et al. 2013a;;;;
Bryophyta;Bryopsida;Bryidae;Bartramiales;Bartramiaceae;1;Leiomela;subbrevifolia;;;(MÅll. Hal.) Broth.;Leiomela subbrevifolia;Leiomela_subbrevifolia;;6;;1;Am 4.;Venezuela;;Andes;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hookeriales;Pilotrichaceae;1;Lepidopilidium;divaricatum;;;(Dozy & Molk.) Broth.;Lepidopilidium divaricatum;Lepidopilidium_divaricatum;;6;;0;Am 4, Am 5.;;Argentina,  Bolivia,  Honduras,  Islas de Sotaventos,  Jamaica;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hookeriales;Pilotrichaceae;1;Lepidopilidium;laevisetum;;;(Hampe) Broth.;Lepidopilidium laevisetum;Lepidopilidium_laevisetum;;6;;0;Am 4, Am 5.;;Venezuela;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hookeriales;Pilotrichaceae;1;Lepidopilidium;portoricense;;;(MÅll. Hal.) H. A. Crum y Steere;Lepidopilidium portoricense;Lepidopilidium_portoricense;;6;;0;Am 4, Am 5.;;Belice, Costa Rica, Puerto Rico, Honduras, Surinam, Venezuela;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hookeriales;Pilotrichaceae;1;Lepidopilidium;purpurissatum;;;(MÅll. Hal.) Broth.;Lepidopilidium purpurissatum;Lepidopilidium_purpurissatum;;6;;0;;;;;;;;;;;;;;;En Pittier 1936 como Lepidopilum subenerve Brid. 
Bryophyta;Bryopsida;Bryidae;Hookeriales;Pilotrichaceae;1;Lepidopilum;affine;;;MÅll. Hal.;Lepidopilum affine;Lepidopilum_affine;;6;;0;Am 2, Am 4, Am 5.;;;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hookeriales;Pilotrichaceae;1;Lepidopilum;amplirete;;;(Sull.) Mitt.;Lepidopilum amplirete;Lepidopilum_amplirete;;6;;0;;;Costa Rica,  Panam†,  Cuba,  Rep£blica Dominicana,  Hait°,  Jamaica,  Puerto Rico, Colombia;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hookeriales;Pilotrichaceae;1;Lepidopilum;brevipes;;;Mitt.;Lepidopilum brevipes;Lepidopilum_brevipes;;6;;0;;;;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hookeriales;Pilotrichaceae;1;Lepidopilum;diaphanum;;;(Sw. ex Hedw.) Mitt.;Lepidopilum diaphanum;Lepidopilum_diaphanum;;6;;0;Am 2, Am 3, Am 4.;;;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hookeriales;Pilotrichaceae;1;Lepidopilum;haplociliatum;;;(MÅll. Hal.) Paris;Lepidopilum haplociliatum;Lepidopilum_haplociliatum;;6;;0;;;Costa Rica,  Guatemala,  MÇxico;;;Ep°fito;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hookeriales;Pilotrichaceae;1;Lepidopilum;leiomitrium;;;MÅll. Hal.;Lepidopilum leiomitrium;Lepidopilum_leiomitrium;;6;;1;;;;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hookeriales;Pilotrichaceae;1;Lepidopilum;longifolium;;;Hampe;Lepidopilum longifolium;Lepidopilum_longifolium;;6;;0;Am 2, Am 3, Am 4.;;;;;;;;;;;;;;En Pittier 1936 como Lepidopilum aureofulvum MÅll. Hal.
Bryophyta;Bryopsida;Bryidae;Hookeriales;Pilotrichaceae;1;Lepidopilum;muelleri;;;(Hampe) Hampe;Lepidopilum muelleri;Lepidopilum_muelleri;;6;;0;;;;;;;;;;;;;;;En Pittier 1936 como Lepidopilum goniothecium MÅll. Hal.
Bryophyta;Bryopsida;Bryidae;Hookeriales;Pilotrichaceae;1;Lepidopilum;polytrichoides;;;(Hedw.) Brid.;Lepidopilum polytrichoides;Lepidopilum_polytrichoides;;6;;0;Am 2, Am 3, Am 4, Am 5;;;;;Sax°cola;Roca;;;;;;;;En Pittier 1936 como Lepidopilum mnioides MÅll. Hal.  y como Lepidopilum subpolytrichoides MÅll. Hal.
Bryophyta;Bryopsida;Bryidae;Hookeriales;Pilotrichaceae;1;Lepidopilum;scabrisetum;;;(SchwÑgr.) Steere;Lepidopilum scabrisetum;Lepidopilum_scabrisetum;;6;;0;Am 2, Am 3, Am 4, Am 5;;Belice, Bolivia, Brasil, Jamaica, Islas de Barlovento, Puerto Rico, Trinidad y Tobago, Islas de Barlovento, Colombia, Costa, Rica, Ecuador, Guayana Francesa, Guatemala, Honduras, Panam†, Surinam, Per£, Venezuela;;;Ep°fito;Tronco, Bejuco, Ra°z;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hookeriales;Pilotrichaceae;1;Lepidopilum;surinamense;;;MÅll. Hal.;Lepidopilum surinamense;Lepidopilum_surinamense;;6;;0;Am 2, Am 3, Am 4, Am 5, Am 6;;;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Bryales;Bryaceae;1;Leptobryum;pyriforme;;;(Hedw.) Wilson;Leptobryum pyriforme;Leptobryum_pyriforme;;6;;0;Am 1, Am 2, Am 4, Am 5, Am 6, Afr 1, Afr 3, Afr 4, As 1, As 2, As 3, As 4, As 5, Austr 1, Austr 2, Eur.;;;Andes, Cordillera de la Costa Central, Lago de Maracaibo;;Terrestre;Suelo;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Amblystegiaceae;1;Leptodictyum;riparium;;;(Hedw.) Warnst.;Leptodictyum riparium;Leptodictyum_riparium;;6;;0;Am 1, Am 3, Afr. 1, Afr 3, Afr 4, As 1, As 2, As 3, Austr 1, Eur.;;Brasil, Colombia, Antillas, CentroamÇrica, Venezuela, Hemisferio Norte. De amplia distribuci¢n en zonas templadas en hemisferio Norte;Andes;;;;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Pottiales;Pottiaceae;1;Leptodontium;brachyphyllum;;;Broth. & ThÇr.;Leptodontium brachyphyllum;Leptodontium_brachyphyllum;;6;;0;Am 2, Am 4, Afr 4.;;Venezuela  MÇxico, Colombia, Guatemala,  Costa Rica,  Colombia,  Per£,  Bolivia;;;Terrestre;Suelo, Humus;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Pottiales;Pottiaceae;1;Leptodontium;capituligerum;;;C. Muell.;Leptodontium capituligerum;Leptodontium_capituligerum;;6;;0;Am 2, Am 4, Am 5, Am 6, Afr 2, Afr 3.;;;;;Acu†tico;Sumergido;;;;;;;;Crece sumergido en pantanos de poca profundidad.
Bryophyta;Bryopsida;Dicranidae;Pottiales;Pottiaceae;1;Leptodontium;erythroneuron;;;Herzog;Leptodontium erythroneuron;Leptodontium_erythroneuron;;6;;0;Am 4.;Venezuela, Colombia, Ecuador, Peru y Bolivia;;;;Sax°cola;Roca;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Pottiales;Pottiaceae;1;Leptodontium;filicola;;;Herzog;Leptodontium filicola;Leptodontium_filicola;;6;;0;Am 4, Am 5, Am 6.;;Venezuela,  Colombia,   Per£,  Bolivia,  Chile,  Brasil;;;;;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Pottiales;Pottiaceae;1;Leptodontium;flexifolium;;;(Dicks.) Hampe;Leptodontium flexifolium;Leptodontium_flexifolium;;6;;0;Am 1, Am 2, Am 4, Afr 2, As 3, As 4.;;Venezuela,  Colombia,  Ecuador,  Bolivia;;;;;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Pottiales;Pottiaceae;1;Leptodontium;longicaule;;;Mitt.;Leptodontium longicaule;Leptodontium_longicaule;;6;;0;;;;;;;;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Pottiales;Pottiaceae;1;Leptodontium;longicaule;var. longicaule;;;Leptodontium longicaule var. longicaule;Leptodontium_longicaule_longicaule;;8;;0;Am 2, Am 4, Afr 2, Afr 3, Afr 4.;;Venezuela,  Colombia,  Ecuador,  Bolivia;;;;;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Pottiales;Pottiaceae;1;Leptodontium;longicaule;var. microruncinatum;;(DusÇn) R.H. Zander;Leptodontium longicaule var. microruncinatum;Leptodontium_longicaule_microruncinatum;;8;;0;Am 4, Am 6, Afr 2, Afr 3, Afr 4.;;Venezuela,  Colombia,  Ecuador;;;;;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Pottiales;Pottiaceae;1;Leptodontium;luteum;;;(Taylor) Mitt.;Leptodontium luteum;Leptodontium_luteum;;6;;0;Am 4, Afr 2.;;Venezuela,  Colombia,  Ecuador,  Bolivia,  Per£;;;;;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Pottiales;Pottiaceae;1;Leptodontium;pungens;;;(Mitt.) Kindb.;Leptodontium pungens;Leptodontium_pungens;;6;;0;Am 2, Am 4, Am 5, Am 6, Afr 2.;;Venezuela,  Colombia,  Ecuador,  Bolivia,  Per£;;;;;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Pottiales;Pottiaceae;1;Leptodontium;stellaticuspis;;;E.B. Bartram;Leptodontium stellaticuspis;Leptodontium_stellaticuspis;;6;;0;Am 4.;Venezuela, Colombia y Ecuador;;;;Acu†tico;Sumergido;;;;;;;;Crece sumergido en pantanos de poca profundidad.
Bryophyta;Bryopsida;Dicranidae;Pottiales;Pottiaceae;1;Leptodontium;stellatifolium;;;(Hampe) Broth.;Leptodontium stellatifolium;Leptodontium_stellatifolium;;6;;0;;;;;;;;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Pottiales;Pottiaceae;0;Leptodontium;viticulosoides;;;(P. Beauv.) Wijk & Margad.;Leptodontium viticulosoides;Leptodontium_viticulosoides;;6;;0;;;;;;;;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Pottiales;Pottiaceae;1;Leptodontium;viticulosoides;var. panamense;;(Lorentz) R.H. Zander;Leptodontium viticulosoides var. panamense;Leptodontium_viticulosoides_panamense;;8;;0;;;Venezuela;;;;;;;;;;;;En Pittier 1936 como Leptodontium procumbens MÅll. Hal., como Leptodontium subcirrhifolium C. MÅll, y como Leptodontium ulocalyx (MÅll. Hal.) Mitt. En Churchill et al. 2000 como Leptodontium subcirrhifolium (MÅll. Hal.) Kindb.)
Bryophyta;Bryopsida;Dicranidae;Pottiales;Pottiaceae;1;Leptodontium;viticulosoides;var. sulphureum;;(MÅll. Hal.) R. H. Zander;Leptodontium viticulosoides var. sulphureum;Leptodontium_viticulosoides_sulphureum;;8;;0;Am 2, Am 3, Am 4, Am 5;;Venezuela,  Colombia,  Ecuador,  Bolivia;;;;;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Pottiales;Pottiaceae;1;Leptodontium;viticulosoides;var. viticulosoides;;;Leptodontium viticulosoides var. viticulosoides;Leptodontium_viticulosoides_viticulosoides;;8;;0;Am 2, Am 4, Am 5, Am 6, Afr 2, Afr 3, Afr 4, As 3, As 4.;;Venezuela,  Colombia,  Bolivia,  Per£,  Argentina;;;;;;;;;;;;
