division;clase;subclase;orden;familia;aceptado;genero;especie;Variedad;Subespecie;autor;nombre;Dir;;clasificacion;basionimo;endemica;zona_vdw;paises_andinotropicales;distribucion_mundial;ecorregion;ecosistema;habito;sustrato;Lista Roja mundial;CategoriaIUCN;CriterioIUCN;AutorCriterio;Revision;Revisor;FechaRevision;Comentarios
Bryophyta;Bryopsida;Bryidae;Hypnales;Amblystegiaceae;1;Campyliadelphus;chrysophyllus;;;(Brid.) Lange;Campyliadelphus chrysophyllus;Campyliadelphus_chrysophyllus;;6;;0;;;MÇxico, Guatemala, Cuba, Jamaica, Hait°, Rep£blica Dominicana, Colombia, Venezuela;Andes;;;;;;;;Campyliadelphus chrysophyllus (Brid.) Kanda Nombre aceptado por HedenÑs 2003 Fl. Neotrop. 89: 89. ;Ussher M. S. (MERC) ;2011-10-24;
Bryophyta;Bryopsida;Bryidae;Hypnales;Amblystegiaceae;1;Campyliadelphus;stellatus;;;(Hedw.) Kanda;Campyliadelphus stellatus;Campyliadelphus_stellatus;;6;;0;Am 1, Am 2, Am 4, Afr 1, As 1 As 2, As 3, As 5, Eur;;Jamaica,  Colombia,  Ecuador,  Per£,  Brasil,  MÇxico,  Argentina,  Nueva Zelanda y Australia.  Norte AmÇrica, Eurasia, Norte  y NE µfrica. Com£n en Norte AmÇrica en zonas templadas,  Eurasia,  N y NE µfrica.;Andes;;;;;;;;Campylium stellatum (Hedw.) C. E. O. Jensen Nombre aceptado por HedenÑs 2003 Fl. Neotrop. 89: 84. ;Ussher M. S. (MERC) ;2011-10-24;
Bryophyta;Bryopsida;Bryidae;Hypnales;Amblystegiaceae;1;Campylophyllum;sommerfeltii;;;(Myrin) HedenÑs;Campylophyllum sommerfeltii;Campylophyllum_sommerfeltii;;6;;0;;;MÇxico, Guatemala,  Honduras,  Hait°, Rep. Dominicana,  Guadalupe, Per£,  Colombia,   Ecuador,  Per£, Bolivia, Norte AmÇrica y Eurasia;Andes;;Sax°cola;Roca;;;;;Campylophyllum sommerfeltii (Myrin) HedenÑs Nombre aceptado por HedenÑs 2003 FL. Neotrop. 89: 93.  . ;"Ussher, M. S.; Le¢n Y. (MERC) ";2011-10-24;En Griffin 1975 como Campylium hispidulum (Brid.) Mitt. 
Bryophyta;Bryopsida;Dicranidae;Dicranales;Dicranaceae;1;Campylopodiella;flagellacea;;;(MÅll. Hal.) J.-P. Frahm & Isoviita;Campylopodiella flagellacea;Campylopodiella_flagellacea;;6;;0;Am 4.;Venezuela, Colombia y Bolivia.;Colombia,  Guatemala,  Panam†,  Estados Unidos;;;;;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Dicranales;Dicranaceae;1;Campylopus;albidovirens;;;Herzog;Campylopus albidovirens;Campylopus_albidovirens;;6;;0;Am 2, Am 3, Am4;;;;;;;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Dicranales;Dicranaceae;1;Campylopus;amboroensis;;;ThÇriot;Campylopus amboroensis;Campylopus_amboroensis;;6;;0;Am 4.;Venezuela, Colombia, Ecuador, Per£ y Bolivia;Bolivia, Colombia , Ecuador, Per£ y Venezuela;;;;;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Dicranales;Dicranaceae;1;Campylopus;anderssonii;;;(MÅll. Hal.) A. Jaeger;Campylopus anderssonii;Campylopus_anderssonii;;6;;0;Am 2, Am 4.;;;;;;;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Dicranales;Dicranaceae;1;Campylopus;arctocarpus;;;(Hornsch.) Mitt.;Campylopus arctocarpus;Campylopus_arctocarpus;;6;;0;;Brasil (Tropicos.org);Brasil;;;;;;;;;;;;En Pittier 1936 como Campylopus roraimae Broth.
Bryophyta;Bryopsida;Dicranidae;Dicranales;Dicranaceae;1;Campylopus;arctocarpus;var. artocarpus;;;Campylopus arctocarpus var. artocarpus;Campylopus_arctocarpus_artocarpus;;8;;0;Am 1, Am 2, Am 3, Am 4, Am 5;;;;;;;;;;;Campylopus arctocarpus (Hornsch.) Mitt. var arctocarpus Nombre aceptado por Frahm 1991. Fl Neotrop. 54: 52. ;Ussher M.S. (MERC);2011-03-11;En Pursell 1973 como Campylopus crispicoma (MÅll. Hal.) A. Jaeger
Bryophyta;Bryopsida;Dicranidae;Dicranales;Dicranaceae;1;Campylopus;arctocarpus;var. caldensis;;(Aongstroem) J.-P. Frahm;Campylopus arctocarpus var. caldensis;Campylopus_arctocarpus_caldensis;;8;;0;;;;;;;;;;;;Campylopus arctocarpus subsp. caldensis (èngstrîm) J.-P. Frahm Nombre aceptado por Frahm 1991. Fl Neotrop. 54: 55. ;Ussher M.S. (MERC) ;2011-11-03;En Pursell 1973 como Campylopus falcatulus Bartr. En Pittier 1936 como Campylopus falcatulus Bartr
Bryophyta;Bryopsida;Dicranidae;Dicranales;Dicranaceae;1;Campylopus;areodictyon;;;(MÅll. Hal.) Mitt.;Campylopus areodictyon;Campylopus_areodictyon;;6;;0;Am 4.;Venezuela, Colombia, Ecuador, Per£ y Bolivia;Bolivia,  Colombia,  Costa Rica,  Ecuador,  Panam†,  Per£ y Chile;;;Lign°cola;Madera en descomposici¢n;;;;;Campylopus areodictyon (MÅll. Hal.) Mitt.;;;
Bryophyta;Bryopsida;Dicranidae;Dicranales;Dicranaceae;1;Campylopus;argyrocaulon;;;(MÅll. Hal.) Broth.;Campylopus argyrocaulon;Campylopus_argyrocaulon;;6;;0;Am 4.;Venezuela, Colombia, Ecuador, Per£ y Bolivia;Venezuela,  Colombia,  Ecuador,  Per£ y Bolivia;;;Terrestre, Ep°fito;Suelo # Tronco, Roca;;;;;;;;En Griffin III 1977c como Campylopus leucognodes (C. Muell) Par. Crece sobre Suelo y troncos de Polylepis, roca h£meda y suelo h£mico
Bryophyta;Bryopsida;Dicranidae;Dicranales;Dicranaceae;1;Campylopus;asperifolius;;;Mitt.;Campylopus asperifolius;Campylopus_asperifolius;;6;;0;Am 2, Am 4.;;;;;;;;;;;;;;En MERF como C. trichophorus En Griffin III 1977c como Campylopus trichophorus Hampe ex Herzog 
Bryophyta;Bryopsida;Dicranidae;Dicranales;Dicranaceae;1;Campylopus;bryotropii;;;J-P. Frahm;Campylopus bryotropii;Campylopus_bryotropii;;6;;0;Am 4;Bolivia, Per£ y Venezuela (Tropicos.org);Bolivia, Per£ y Venezuela;;;;;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Dicranales;Dicranaceae;1;Campylopus;capitulatus;;;E.B. Bartram;Campylopus capitulatus;Campylopus_capitulatus;;6;;0;Am 4.;Colombia, Ecuador , Per£ y Venezuela (Tropicos.org);Jamaica, Colombia, Ecuador , Per£, Venezuela;;;;;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Dicranales;Dicranaceae;1;Campylopus;cavifolius;;;Mitt.;Campylopus cavifolius;Campylopus_cavifolius;;6;;0;Am 2, Am 4.;;;;;Sax°cola;Roca;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Dicranales;Dicranaceae;0;Campylopus;chionophilus;;;(MÅll. Hal.) Mitt.;Campylopus chionophilus;Campylopus_chionophilus;;6;;0;;Colombia (Tropicos.org);Colombia;;;;;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Dicranales;Dicranaceae;1;Campylopus;concolor;;;(Hooker) Bridel;Campylopus concolor;Campylopus_concolor;;6;;0;Am 2, Am 4.;;Venezuela;;;Ep°fito, Terrestre, Lign°cola;Tronco # Suelo # Madera en descomposici¢n;;;;;;;;Sobre arboles viejos, en suelo formando alfombra
Bryophyta;Bryopsida;Dicranidae;Dicranales;Dicranaceae;1;Campylopus;cubensis;;;Sullivant;Campylopus cubensis;Campylopus_cubensis;;6;;0;Am 3, Am 4.;;;;;;;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Dicranales;Dicranaceae;1;Campylopus;cuspidatus;;;(Hornsch.) Mitt.;Campylopus cuspidatus;Campylopus_cuspidatus;;6;;0;Am 2, Am 4, Am 5.;Brasil (Tropicos.org);Bolivia, Colombia, Ecuador, Venezuela;;;;;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Dicranales;Dicranaceae;1;Campylopus;cuspidatus;var. cuspidatus;;(Hornsch) Mitt.;Campylopus cuspidatus var. cuspidatus;Campylopus_cuspidatus_cuspidatus;;8;;0;;;;;;Terrestre;Suelo;;;;;Campylopus cuspidatus var. cuspidatus (Hornsch) Mitt. Nombre aceptado por Frahm 1991. Fl Neotrop. 54: 80. ;Ussher M.S. (MERC) ;2011-11-02;En Pursell 1973 como Campylopus bolivarensis Bartr.
Bryophyta;Bryopsida;Dicranidae;Dicranales;Dicranaceae;1;Campylopus;densicoma;;;(MÅll. Hal.) Paris;Campylopus densicoma;Campylopus_densicoma;;6;;0;;;;;;;;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Dicranales;Dicranaceae;1;Campylopus;densicoma;var. densicoma;;(MÅll. Hal.) Paris;Campylopus densicoma var. densicoma;Campylopus_densicoma_densicoma;;8;;0;Am 2, Am 4, Am 5.;Bolivia, Colombia, Ecuador, Per£ (Tropicos.org);Bolivia,  Colombia,  Costa Rica,  Ecuador,  El Salvador,  Honduras,  Panam†, Per£;;;;;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Dicranales;Dicranaceae;0;Campylopus;dicnemoides;;;(MÅll. Hal.) Paris;Campylopus dicnemoides;Campylopus_dicnemoides;;6;;0;Am 4, Am 5.;;;;;;;;;;;;;;En Griffin III 1977c como Campylopus cucullatifolius Herzog
Bryophyta;Bryopsida;Dicranidae;Dicranales;Dicranaceae;1;Campylopus;edithae;;;Broth.;Campylopus edithae;Campylopus_edithae;;6;;0;Am 4.;Bolivia, Colombia, Ecuador, Per£ y Venezuela;Bolivia, Puerto Rico, Colombia, Ecuador, Per£ y Venezuela;;;;;;;;;;;;Along spur road above Pico el Aguila
Bryophyta;Bryopsida;Dicranidae;Dicranales;Dicranaceae;1;Campylopus;exfimbriatus;;;MÅll. Hal.;Campylopus exfimbriatus;Campylopus_exfimbriatus;;6;;1;;;;;;;;;;;;En Frahm 1991, colocada en especies dudosas, Seg£n Frahm, conocida s¢lo de la localidad tipo, el material tipo no disponible. Especie descrita por Carl Muller, del Herbario del Museo Bot†nico de Berl°n que fue destru°do, en contraste con otras especies, el isotipo no fue localizado en otros herbarios. (Frahm 1991) Fl. Neotrop. 54: 196. ;Ussher M. S. (MERC);2011-03-11;
Bryophyta;Bryopsida;Dicranidae;Dicranales;Dicranaceae;1;Campylopus;flexuosus;;;(Hedwig) Bridel;Campylopus flexuosus;Campylopus_flexuosus;;6;;0;;;Estados Unidos,  MÇxico, Colombia, Centro AmÇrica, Europa;;;;;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Dicranales;Dicranaceae;0;Campylopus;flexuosus;var. flexuosus;;;Campylopus flexuosus var. flexuosus;Campylopus_flexuosus_flexuosus;;8;;0;Am 1, Am 2, Am 3, Am 4, Afr 2, Austr 1, Austr 2, Eur, Oc.;;;;;;;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Dicranales;Dicranaceae;0;Campylopus;flexuosus;var. incacorralis;;;Campylopus flexuosus var. incacorralis;Campylopus_flexuosus_incacorralis;;8;;0;Am 4, Afr 2.;;;;;;;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Dicranales;Dicranaceae;1;Campylopus;fragilis;;;(Bridel) Bruch & Schimpes;Campylopus fragilis;Campylopus_fragilis;;6;;0;;Bolivia, Colombia, Ecuador, Per£;Australia,  Argentina,  Bolivia,  Brasil,  Canad†,  Cuba,  Rep£blica Dominicana,  Jamaica,  Puerto Rico, Colombia,  Colombia,  Chile,  China,  Colombia,  Costa Rica,  El Salvador,  Ecuador,  Alemania,  Guatemala,  Irlanda,  Honduras,  Panam†,  Per£,  Jap¢n,  Estados Unidos,  Taiw†n y Noruega;;;Terrestre;Hojarasca;;;;;;;;En Griffin III 1977c como Campylopus tunariensis Herzog. Sobre hojarasca de Espeletia jahnii
Bryophyta;Bryopsida;Dicranidae;Dicranales;Dicranaceae;1;Campylopus;fragilis;;subsp. fragilis;;Campylopus fragilis subsp. fragilis;Campylopus_fragilis_fragilis;;7;;0;Am 1, Am 2, Am 3, Am 4, Afr 2, As 3, Eur.;;;;;Terrestre;Hojarasca;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Dicranales;Dicranaceae;1;Campylopus;heterostachys;;;(Hampe) A. Jaeger;Campylopus heterostachys;Campylopus_heterostachys;;6;;0;;Bolivia, Colombia, Ecuador, Per£, Venezuela;Venezuela, Australia, Argentina, Bolivia, Brasil, Canad†, Jamaica, China, Colombia, Ecuador, Costa Rica, El Salvador, Guatemala, Honduras, Jap¢n, Estados Unidos, MÇxico, Nicaragua, Panam†, Paraguay, Per£, Venezuela y Mongolia . Fendler 34 Pittier 1936 Am 2,  4-6.;;;Terrestre;Suelo;;;;;;;;En Griffin 1975 como Campylopus annotinus Mitt. En Pittier 1936 como Campylopus porphyreocaulis (MÅll. Hal.) Paris  En MERF como Campylopus annotinus
Bryophyta;Bryopsida;Dicranidae;Dicranales;Dicranaceae;1;Campylopus;huallagensis;;;Brotherus;Campylopus huallagensis;Campylopus_huallagensis;;6;;0;;Bolivia, Per£, Colombia, Ecuador y Venezuela (Tropicos.org);Bolivia, Costa Rica, Per£, Colombia, Ecuador y Venezuela;;;;;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Dicranales;Dicranaceae;1;Campylopus;huallagensis;var. huallagensis;;;Campylopus huallagensis var. huallagensis;Campylopus_huallagensis_huallagensis;;8;;0;;;;;;;;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Dicranales;Dicranaceae;1;Campylopus;incertus;;;ThÇriot;Campylopus incertus;Campylopus_incertus;;6;;0;Am 4.;Venezuela, Colombia, Ecuador y Per£;Bolivia, Colombia, Per£ y Venezuela;;;;;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Dicranales;Dicranaceae;1;Campylopus;introflexus;;;(Hedw.) Brid.;Campylopus introflexus;Campylopus_introflexus;;6;;0;;;Cosmopolita;;;Terrestre;Suelo, arena;;;;;;;;Fornando masas negras en trechos planos y abiertos, entre lugares arenosos expuestos al sol
Bryophyta;Bryopsida;Dicranidae;Dicranales;Dicranaceae;1;Campylopus;jamesonii;;;(Hook.) A. Jaeger;Campylopus jamesonii;Campylopus_jamesonii;;6;;0;Am 2, Am 4, Am 5, Afr 2.;;Guatemala,  Costa Rica,  Costa Rica,  Colombia;;;;;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Dicranales;Dicranaceae;1;Campylopus;lamellinervis;;;(MÅll. Hal.) Mitt.;Campylopus lamellinervis;Campylopus_lamellinervis;;6;;0;;Bolivia, Colombia, Ecuador, Per£;Bolivia,  Brasil,  Colombia,  Hait°,  Puerto Rico, Colombia,  Colombia,  Ecuador,  Paraguay,  Per£;;;;;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Dicranales;Dicranaceae;1;Campylopus;lamellinervis;var. exaltatus;;(C. MÅll) J-P Frahm;Campylopus lamellinervis var. exaltatus;Campylopus_lamellinervis_exaltatus;;8;;0;Am 3, Am 4.;;;;;;;;;;;Campylopus lamellinervis var. exaltatus (C. MÅll) J-P Frahm  Nombre aceptado por Frahm 1991.  Fl. Neotrop. 54: 129. ;Ussher M.S. (MERC) ;2011-11-03;En Pursell 1973 como Campylopus exaltatus (MÅll. Hal.) Paris. En Pittier 1936 como Campylopus exaltatus (MÅll. Hal.) Paris
Bryophyta;Bryopsida;Dicranidae;Dicranales;Dicranaceae;1;Campylopus;longicellularis;;;J-P Frahm;Campylopus longicellularis;Campylopus_longicellularis;;6;;0;Am 4.;Venezuela y Colombia.;Venezuela;;;;;Venezuela;EN;A3c;Le¢n et al. 2013a;;;;
Bryophyta;Bryopsida;Dicranidae;Dicranales;Dicranaceae;1;Campylopus;luteus;;;(MÅll. Hal.) Paris;Campylopus luteus;Campylopus_luteus;;6;;0;Am 4, Am 5.;;Venezuela;;;;;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Dicranales;Dicranaceae;1;Campylopus;nivalis;;;(Brid.) Brid.;Campylopus nivalis;Campylopus_nivalis;;6;;0;;Bolivia, Colombia, Ecuador,  Per£, Venezuela;Bolivia, Colombia, Costa Rica, Ecuador, Guatemala, Honduras, MÇxico, Panam†, Per£, Ruanda, Venezuela;;;;;;;;;;;; En Bartram 1957citan estas localidades pero sin citar la variedad: MÇrida (entre Chachopos y Apartaderos), cerca del Aguila, laguna de Mucubaj°),  Miranda (ascenso al Pico Naiguat†), Lara (Entre Buenos Aires y el P†ramo de Las Rosas), Sucre (Cerro Turimiquire) Rango altitudinal: 2200-3930 m.
Bryophyta;Bryopsida;Dicranidae;Dicranales;Dicranaceae;1;Campylopus;nivalis;var. multicapsularis;;(MÅll. Hal.) J.-P. Frahm;Campylopus nivalis var. multicapsularis;Campylopus_nivalis_multicapsularis;;8;;0;Am 4.;Venezuela, Colombia, Ecuador, Per£ y Bolivia;Bolivia, Colombia, Ecuador, Per£ y Venezuela;;;;;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Dicranales;Dicranaceae;1;Campylopus;nivalis;var. nivalis;;;Campylopus nivalis var. nivalis;Campylopus_nivalis_nivalis;;8;;0;Am 2, Am 3, Am 4, Am 6, Afr 2.;;;;;;;;;;;Campylopus nivalis (Brid.) Brid. var. nivalis Nombre aceptado por Frahm 1991.  Fl. Neotrop. 54: 135 ;Ussher M.S. (MERC) ;2011-11-02;En Pursell 1973 como Campylopus chrismarii (MÅll. Hal.) Mitt. En Pittier 1936 como Campylopus chrismarii (MÅll. Hal.) Mitt
Bryophyta;Bryopsida;Dicranidae;Dicranales;Dicranaceae;1;Campylopus;oblongus;;;ThÇriot;Campylopus oblongus;Campylopus_oblongus;;6;;0;Am 2, Am 4.;;;;;;;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Dicranales;Dicranaceae;1;Campylopus;pauper;;;(Hampe) Mitt.;Campylopus pauper;Campylopus_pauper;;6;;0;;Bolivia, Colombia, Ecuador y Per£;Bolivia,  Colombia,  Costa Rica,  Ecuador,  Honduras y Per£;;;;;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Dicranales;Dicranaceae;1;Campylopus;pauper;var. lamprodictyum;;;Campylopus pauper var. lamprodictyum;Campylopus_pauper_lamprodictyum;;8;;0;Am 2, Am 4.;;;;;;;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Dicranales;Dicranaceae;1;Campylopus;pauper;var. pauper;;;Campylopus pauper var. pauper;Campylopus_pauper_pauper;;8;;0;Am 2, Am 4.;;Venezuela;;;;;;;;;Campylopus pauper (Hampe) Mitt. var. pauper Nombre aceptado por Frahm 1991. Fl. Neotrop. 54: 148 ;Ussher M.S. (MERC)  ;2011-11-02;En Pursell 1973 como Campylopus chrysodictyon (Hampe) Mitt. Y como Campylopus fendleri (MÅll. Hal.) Paris / en Pittier 1936 como Campylopus chrysodictyon (Hampe) Mitt y como Campylopus fendleri (MÅll. Hal.) Paris y como Campylopus rosulatus (Hampe) Mitt.
Bryophyta;Bryopsida;Dicranidae;Dicranales;Dicranaceae;1;Campylopus;percurvatus;;;MÅll. Hal.;Campylopus percurvatus;Campylopus_percurvatus;;6;;1;;;;;;;;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Dicranales;Dicranaceae;1;Campylopus;pilifer;;;Brid.;Campylopus pilifer;Campylopus_pilifer;;6;;0;;Bolivia, Colombia, Ecuador, Per£  y Venezuela;Argentina, Belice, Bolivia, Brasil, Camer£n, Tenerife, Rep£blica Dominicana, Jamaica, Puerto Rico, Chile, Colombia, China, Comoros, Costa Rica, Ecuador, El Salvador, Guatemala, Honduras, Irlanda, Kenia, Malawi, MÇxico, Nicaragua, Panam†, Paraguay, Per£, Ruanda, Sur µfrica, Pilipinas, Socotra, Surinam, Tanzania, Estados Unidos, Venezuela, Zaire;;;;;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Dicranales;Dicranaceae;0;Campylopus;pilifer;var. pilifer;;;Campylopus pilifer var. pilifer;Campylopus_pilifer_pilifer;;8;;0;Am 1, Am 2, Am 3, Am 4, Am 5, As 3.;;Venezuela;;;;;;;;;Campylopus pilifer Brid. var. pilifer Nombre aceptado por Frahm 1991. Fl. Neotrop. 1991 54: 152 ;Rojas C. A. (MERC);2011-11-14;En Pittier 1936 como Campylopus erectus (MÅll. Hal.) Mitt
Bryophyta;Bryopsida;Dicranidae;Dicranales;Dicranaceae;1;Campylopus;pittieri;;;R. S. Williams;Campylopus pittieri;Campylopus_pittieri;;6;;0;Am 2, Am 4.;;;;;;;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Dicranales;Dicranaceae;1;Campylopus;reflexisetus;;;(MÅll.Hal) Broth;Campylopus reflexisetus;Campylopus_reflexisetus;;6;;0;Am 2, Am 4, Am 5.;;;;;;;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Dicranales;Dicranaceae;1;Campylopus;richardii;;;Brid.;Campylopus richardii;Campylopus_richardii;;6;;0;Am 2, Am 3, Am 4, Am 5;;MÇxico, Colombia, Guatemala,  Costa Rica,  Indias Occidentales,  AmÇrica del Sur;;;Sax°cola;Roca;;;;;Campylopus richardii Brid. Nombre aceptado por Frahm 1991. Fl. Neotrop. 54: 162. ;Ussher M.S. (MERC) ;2011-11-01;En Pursell 1973 como Campylopus atratus Broth. Y como Campylopus caracasanus (MÅll. Hal.) Paris. Sobre grandes pe§ones de granito de riachuelo
Bryophyta;Bryopsida;Dicranidae;Dicranales;Dicranaceae;1;Campylopus;savannarum;;;(MÅll. Hal.) Mitt.;Campylopus savannarum;Campylopus_savannarum;;6;;0;Am 2, Am 3, Am 4, Am 6;;;;;Ep°fito;Tronco, Base de tronco;;;;;;;;En Griffin III 1977c como Campylopus sprucei Mitt. Sobre tronco de †rbol y base de tronco. 
Bryophyta;Bryopsida;Dicranidae;Dicranales;Dicranaceae;1;Campylopus;schimperi;;;J. Milde;Campylopus schimperi;Campylopus_schimperi;;6;;0;;Colombia;Austria,  Canad†,  China,  Colombia,  Groenlandia,  Kazajist†n,  MÇxico, Colombia, Mongolia,  Suiza y Estados Unidos;;;;;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Dicranales;Dicranaceae;1;Campylopus;sharpii;;;J.-P. Frahm;Campylopus sharpii;Campylopus_sharpii;;6;;0;Am 2, Am 4.;;;;;;;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Dicranales;Dicranaceae;1;Campylopus;subcuspidatus;;;(Hampe) A. Jaeger;Campylopus subcuspidatus;Campylopus_subcuspidatus;;6;;0;Am 2, Am 3, Am 4, Am 5.;;;;;Terrestre, Sax°cola;Suelo # Roca;;;;;;;;En Pittier 1936 como Campylopus praealtus (MÅll. Hal.) Paris  .Terrestre, en salientes de rocas sombreadas de areniscas en bosque enano
