division;clase;subclase;orden;familia;aceptado;genero;especie;Variedad;Subespecie;autor;Genero/Especie;nombre;clasificacion;basionimo;endemica;zona_vdw;paises_andinotropicales;distribucion_mundial;ecorregion;ecosistema;habito;sustrato;Lista Roja mundial;CategoriaIUCN;CriterioIUCN;AutorCriterio;Revision;Revisor;FechaRevision;Comentarios
Bryophyta;Bryopsida;Bryidae;Bartramiales;Bartramiaceae;!;Philonotis;sphaerocarpa;;;(Hedw.) Brid.;!Philonotis sphaerocarpa (Hedw.) Brid.;Philonotis sphaerocarpa;Especie;;0;Am 1, Am 2, Am 3, Am 4, Am 5, Am 6;;;Andes, Cordillera de la Costa Central;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Bartramiales;Bartramiaceae;!;Philonotis;uncinata;;;(Schwaegr.) Brid.;!Philonotis uncinata (Schwaegr.) Brid.;Philonotis uncinata;Especie;;0;Am 1, Am 4, As 1, As 2, As 3, As 5, Eur.;;;Andes, Cordillera de la Costa Central, Cordillera de la Costa Oriental, Sistema Coriano;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Bartramiales;Bartramiaceae;!;Philonotis;uncinata;var. glaucescens;;(Hornsch.) Florsch.;!Philonotis uncinata var. glaucescens (Hornsch.) Florsch.;Philonotis uncinata var. glaucescens;Variedad;;0;;;Caribe,  México, Colombia, Surinam,  Colombia,  Panamá;Andes, Cordillera de los Costa Central;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Bartramiales;Bartramiaceae;!;Philonotis;thwaitesii;;;Mitt.;!Philonotis thwaitesii Mitt.;Philonotis thwaitesii;Especie;;0;;;Bolivia,  China,  Colombia,  Sur Corea,  Sri Lanka,  Tailandia,  Taiwán,  Vietnam;Sistema Coriano;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Brachytheciaceae;!;Aerolindigia;capillacea;;;(Hornsch.) M. Menzel;!Aerolindigia capillacea (Hornsch.) M. Menzel;Aerolindigia capillacea;Especie;;0;Am 2, Am 3, Am 4, Am 5, Am 6, Afr 2, Afr 3.;;;Andes, Cordillera de la Costa Central;;;;;;;;;;;En Pittier 1936 como Lindigia trichomitria Müll. Hal.
Bryophyta;Bryopsida;Bryidae;Hypnales;Brachytheciaceae;!;Brachythecium;cirriphylloides;;;McFarland;!Brachythecium cirriphylloides McFarland;Brachythecium cirriphylloides;Especie;;0;Am 2, Am 4.;;;Andes;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Brachytheciaceae;!;Brachythecium;conostomum;;;(Taylor) A. Jaeger;!Brachythecium conostomum (Taylor) A. Jaeger;Brachythecium conostomum;Especie;;0;Am 2, Am 4, Am 6.;;;Andes;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Brachytheciaceae;;Brachythecium;eupopuleum;;;(C. Mül) Kindl.;Brachythecium eupopuleum (C. Mül) Kindl.;Brachythecium eupopuleum;Especie;;0;;;;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Brachytheciaceae;;Brachythecium;meridense;;;(Müll. Hal.) A. Jaeger;Brachythecium meridense (Müll. Hal.) A. Jaeger;Brachythecium meridense;Especie;;0;;;;Andes;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Brachytheciaceae;!;Brachythecium;occidentale;;;(Hampe) A. Jaeger;!Brachythecium occidentale (Hampe) A. Jaeger;Brachythecium occidentale;Especie;;0;Am 2, Am 4.;;;Andes;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Brachytheciaceae;!;Brachythecium;poadelphus;;;Müll. Hal.;!Brachythecium poadelphus Müll. Hal.;Brachythecium poadelphus;Especie;;0;;;Brasil;Cordillera de la Costa Central;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Brachytheciaceae;!;Brachythecium;plumosum;;;(Hedw.) Schimp;!Brachythecium plumosum (Hedw.) Schimp;Brachythecium plumosum;Especie;;0;Am 1, Am 2, Am 3, Am 4, Am 6, Afr 1, Afr 2,  As 2, As 3, As 4, Austr 2, Eur, Oc.;;;Andes, Cordillera de la Costa Oriental;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Brachytheciaceae;!;Brachythecium;praelongum;;;Schimp. ex Müll. Hal.;!Brachythecium praelongum Schimp. ex Müll. Hal.;Brachythecium praelongum;Especie;;0;Am 4, Am 6.;;;Andes;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Brachytheciaceae;!;Brachythecium;ruderale;;;(Brid.) Buck;!Brachythecium ruderale (Brid.) Buck;Brachythecium ruderale;Especie;;0;Am 1, Am 2, Am 3, Am 4, Am 5, Am 6;;;Andes, Cordillera de la Costa Central, Cordillera de la Costa Oriental;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Brachytheciaceae;!;Brachythecium;rutabulum;;;(Hedw.) Schimp.;!Brachythecium rutabulum (Hedw.) Schimp.;Brachythecium rutabulum;Especie;;0;Am 1, Am 2, Am 4, Am 6, Afr 1, Afr  4, As 1, As 2, As 3, As 5, Austr 1, Austr 2, Oc.;Venezuela, Colombia, Ecuador, Perú y Bolivia;;Andes;;;Roca;;;;;;;;Sobre roca al lado de la Quebrada La Fría
Bryophyta;Bryopsida;Bryidae;Hypnales;Brachytheciaceae;!;Eurhynchium;clinocarpum;;;(Taylor) Paris;!Eurhynchium clinocarpum (Taylor) Paris;Eurhynchium clinocarpum;Especie;;0;Am 3, Am 4, Am 5;;;Andes, Cordillera de la Costa Central, Cordillera de la Costa Oriental;;;;;;;;;;;En Pittier 1936 como Oxyrrhynchium clinocarpum (Taylor) Broth. 
Bryophyta;Bryopsida;Bryidae;Hypnales;Brachytheciaceae;!;Eurhynchium;praelongum;;;(Hedw.) Schimp.;!Eurhynchium praelongum (Hedw.) Schimp.;Eurhynchium praelongum;Especie;;0;Am 1, Am 2, Am 4, Afr 1, As 1, As 2, As 3, As 5, Austr 1, Austr 2, Eur.;;;Andes;;Acuático;Sumergido;;;;;;;;En Griffin 1975 como Stokesiella praelonga (Hedw.) Robins # Acuático en las cascadas sobre la Laguna.
Bryophyta;Bryopsida;Bryidae;Hypnales;Brachytheciaceae;!;Eurhynchium;pumilum;;;(Wilson) Schimp.;!Eurhynchium pumilum (Wilson) Schimp.;Eurhynchium pumilum;Especie;;0;;;Australia,  Islas Canarias,  Grecia,  Creta;Andes;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Brachytheciaceae;!;Eurhynchium;pulchellum;;;(Hedw.) Jenn.;!Eurhynchium pulchellum (Hedw.) Jenn.;Eurhynchium pulchellum;Especie;;0;;;Canadá,  Caribe,  China,  Colombia,  Finlandia,  Francia,  Alemania,  Grecia,  Honduras,  Kazajistán,  México, Colombia, Polonia, Rusia,  Suiza,  Estados Unidos;;;Saxícola;Roca;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Brachytheciaceae;!;Lindigia;debilis;;;(Mitt.) A. Jaeger, Ber. Thätigk.;!Lindigia debilis (Mitt.) A. Jaeger, Ber. Thätigk.;Lindigia debilis;Especie;;0;Am 4.;;Bolivia, Colombia, Ecuador, Perú y Venezuela;Andes;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Brachytheciaceae;!;Lepyrodontopsis;trichophylla;;;(Sw. ex Hedw.) Broth.;!Lepyrodontopsis trichophylla (Sw. ex Hedw.) Broth.;Lepyrodontopsis trichophylla;Especie;;0;Am 3, Am 4, Am 5.;;;Andes, Cordillera de la Costa Central;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Brachytheciaceae;!;Palamocladium;leskeoides;;;(Hook.) E. Britton;!Palamocladium leskeoides (Hook.) E. Britton;Palamocladium leskeoides;Especie;;0;Am 1, Am 2, Am 3, Am 4, Am 5, Afr 2, Afr 3, Afr 4, As 2, As3, As 4, Austr 2.;;;Andes, Cordillera de la Costa Central;;Saxícola;Roca;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Brachytheciaceae;!;Platyhypnidium;aquaticum;;;(A. Jaeger) M. Fleisch;!Platyhypnidium aquaticum (A. Jaeger) M. Fleisch;Platyhypnidium aquaticum;Especie;;0;Am 3, Am 4, Am 5;;;Andes, Cordillera de la Costa Central, Cordillera de la Costa Oriental;;;;;;;;;;;En Pittier 1936 como Oxyrrhynchium limnobiella (Müll. Hal.) Broth.
Bryophyta;Bryopsida;Bryidae;Hypnales;Brachytheciaceae;!;Platyhypnidium;riparioides;;;(Hedw.) Dixon;!Platyhypnidium riparioides (Hedw.) Dixon;Platyhypnidium riparioides;Especie;;0;;;Canadá,  China,  Taiwán,  Turquía,  Reino Unido,  Estados Unidos;Andes, Cordillera de la Costa Oriental, Llanos;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Brachytheciaceae;!;Rhynchostegium;ambiguum;;;(Schwägr.) W.R. Buck;!Rhynchostegium ambiguum (Schwägr.) W.R. Buck;Rhynchostegium ambiguum;Especie;;0;Am 2, Am 4, Am 5.;;Venezuela;Andes, Cordillera de la Costa Oriental, Sur del Orinoco (Guayana);;Lignícola;Tronco en descomposición;;;;;;;;(Viene de Trichosteleum ambiguum (Schwägr.) Paris)
Bryophyta;Bryopsida;Bryidae;Hypnales;Brachytheciaceae;!;Rhynchostegium;campylocarpum;;;(C. Müll) De Not.;!Rhynchostegium campylocarpum (C. Müll) De Not.;Rhynchostegium campylocarpum;Especie;;0;Am 4.;Venezuela y Ecuador;;Andes, Cordillera de la Costa Oriental;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Brachytheciaceae;!;Rhyncostegium;conchophyllum;;;(Taylor) Jaeg;!Rhyncostegium conchophyllum (Taylor) Jaeg;Rhyncostegium conchophyllum;Especie;;0;Am 4.;Venezuela, Colombia, Ecuador, Perú y Bolivia;Bolivia,  Brasil,  Colombia y Perú;Andes, Cordillera de la Costa Central;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Brachytheciaceae;!;Rhynchostegium;sellowii;;;(Hornsch.) Jaeg.;!Rhynchostegium sellowii (Hornsch.) Jaeg.;Rhynchostegium sellowii;Especie;;0;;;Venezuela,  Brasil;Cordillera de la Costa Oriental;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Brachytheciaceae;;Rhynchostegium;serrulatum;;;(Hedw.) Jaeg.;Rhynchostegium serrulatum (Hedw.) Jaeg.;Rhynchostegium serrulatum;Especie;;0;;;Bolivia, Brasil, Canadá, Caribe, Colombia, Costa Rica, Guatemala, Honduras, México, Nicaragua, Panamá, Estados Unidos, Venezuela;Cordillera de la Costa Central, Cordillera de la Costa Oriental;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Brachytheciaceae;;Rhynchostegium;serrulatum;var. frondicola;;(Müll. Hal.) Thér.;Rhynchostegium serrulatum var. frondicola (Müll. Hal.) Thér.;Rhynchostegium serrulatum var. frondicola;Variedad;;0;Am 1, Am 2, Am 3, Am 4, As 2.;;;Andes, Cordillera de la Costa Oriental;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Brachytheciaceae;!;Rhynchostegium;subperspicuum;;;(Müll. Hal.) Broth.;!Rhynchostegium subperspicuum (Müll. Hal.) Broth.;Rhynchostegium subperspicuum;Especie;;1;Am 4.;Venezuela;;Andes;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Brachytheciaceae;!;Rhynchostegium;trachynotum;;;(Müll. Hal.) Kindb.;!Rhynchostegium trachynotum (Müll. Hal.) Kindb.;Rhynchostegium trachynotum;Especie;;1;Am 4.;Venezuela;;Andes;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Brachytheciaceae;!;Steerecleus;argute-serratus;;;(E.B. Bartram) H. Rob.;!Steerecleus argute-serratus (E.B. Bartram) H. Rob.;Steerecleus argute-serratus;Especie;;0;;;Jamaica;Cordillera de la Costa Oriental;;Epífito;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Brachytheciaceae;!;Steerecleus;beskeanus;;;(Müll. Hal.) H. Rob.;!Steerecleus beskeanus (Müll. Hal.) H. Rob.;Steerecleus beskeanus;Especie;;0;;;Brasil;Cordillera de la Costa Central;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Brachytheciaceae;!;Steerecleus;scariosus;;;(Taylor) H. Rob.;!Steerecleus scariosus (Taylor) H. Rob.;Steerecleus scariosus;Especie;;0;Am 2, Am 4.;;Costa Rica, Panamá, Sudamérica. Norte de Sudamérida;Andes, Cordillera de la Costa Oriental;;Terrestre;Suelo;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Brachytheciaceae;!;Steerecleus;serrulatus;;;(Hedw.) H. Rob.;!Steerecleus serrulatus (Hedw.) H. Rob.;Steerecleus serrulatus;Especie;;0;;;Belice,  Canadá,  Caribe,  México, Colombia, EEUU;Andes, Sistema Coriano, Cordillera de la Costa Oriental;;;;;;;;;;;En Morales y García 2006 (VEN) como Rhynchostegium serrulatum (Taylor) A. Jaeger 
Bryophyta;Bryopsida;Bryidae;Hypnales;Brachytheciaceae;!;Zelometeorium;patulum;;;(Hook.) Manuel;!Zelometeorium patulum (Hook.) Manuel;Zelometeorium patulum;Especie;;0;Am 2, Am 3, Am 4, Am 5.;;Belice,  Bolivia,  Brasil,  Caribe,  Puerto Rico, Colombia,  Colombia, Jamaica,  Trinidad y Tobago,  Islas de Sotavento,  Colombia,  Ecuador,  Guyana Francesa,  Guatemala,  Guyana,  Honduras,  México, Colombia, Nicaragua,  Panamá,  Paraguay,  Perú,  Surinam,  Estados Unidos;Andes, Sur del Orinoco (Guayana), Cordillera de la Costa Central, Cordillera de la Costa Oriental, Llanos;;Epífito, Saxícola;;;;;;;;;En Pittier 1936 como Meteoriopsis recurvifolia (Hornsch.) Broth.
Bryophyta;Bryopsida;Bryidae;Hypnales;Brachytheciaceae;!;Zelometeorium;patens;;;(Hook.) Manuel;!Zelometeorium patens (Hook.) Manuel;Zelometeorium patens;Especie;;0;Am 2, Am 4, Am 5;;Bolivia, Colombia, Ecuador, Venezuela,  Perú y Bolivia;Andes, Sur del Orinoco (Guayana);;;;;;;;;;;En Pittier 1936 como Meteoriopsis tovariensis (Müll. Hal.) Broth.
Bryophyta;Bryopsida;Dicranidae;Dicranales;Bruchiciaceae;!;Trematodon;fendleri;;;Müll. Hal.;!Trematodon fendleri Müll. Hal.;Trematodon fendleri;Especie;;1;Am 4.;Venezuela;;Andes;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Bryales;Bryaceae;!;Acidodontium;heteroneuron;;;(Spruce ex Mitt.) Broth.;!Acidodontium heteroneuron (Spruce ex Mitt.) Broth.;Acidodontium heteroneuron;Especie;;0;Am 4.;Venezuela, Ecuador, Perú y Bolivia;Bolivia y Ecuador;Andes;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Bryales;Bryaceae;!;Anomobryum;clavicaule;;;(Müll. Hal.) Broth.;!Anomobryum clavicaule (Müll. Hal.) Broth.;Anomobryum clavicaule;Especie;;0;Am 4.;Venezuela, Colombia, Ecuador y Bolivia;Colombia y Venezuela;Andes;;;;Colombia;VU;D2;Linares & Uribe 2002;;;;
Bryophyta;Bryopsida;Bryidae;Bryales;Bryaceae;!;Bryum;conicum;;;Hornsch.;!Bryum conicum Hornsch.;Bryum conicum;Especie;;0;Am 4, Am 5.;;Venezuela, Ecuador,  Brasil, Bolivia, Colombia, Costa Rica, México, Hawái;Cordillera de la Costa Central;;;;;;;;Bryum conicum Hornsch. Nombre aceptado por Ochi 1980. J. Fac. Educ. Tottori Univ. Nat. Sci. 29: 100. Part I.;Ussher M. S. (MERC) ;;"En Pittier 1936 como Anomobryum ceramiocarpum (Müll. Hal.) Broth. # Recientes estudios de las relaciones filogenéticas en Bryaceae basadas en evidencias del ADN del cloroplasto (Cox & Hedderson 2003 y Pedersen et al. 2003) muestran que Bryum y Brachymenium no son un grupo monofilético y que Anomobryum, Plagyobryum y Rhodobryum se muestran en un mismo clado.
Estas conclusiones fueron anticipadas por Ochi (1972, 1992) y otros taxónomos mediante estudios morfológicos detallados.
Ochi 1980 propone tres subgéneros (Bryum, Rhodobryum y Anomobryum) dentro del género Bryum. 
Aunque varios autores aceptan a dichos subgéneros como géneros, aquí se utiliza la clasificación propuesta por Ochi 1980 y 1981 donde se tratan a Rhodobryum y Anomobryum como subgéneros del género Bryum, aceptando en este caso en nombre de !Bryum conicum Hornsch. en vez de Anomobryum conicum (Hornsch.) Broth. (Comentario ingresado marzo 2013)

Cox, C.J. and T.A.J. Hedderson. 2003. Phylogenetic relationships within the moss family
Bryaceae based on chloroplast DNA evidence. J. Bryol. 25: 31-40.
Ochi, H. 1980. A revision of the neotropical Bryoïdeae, Musci (First part). J. Fac. Educ. Tottori Univ., Nat. Sci. 29: 49–154.
Ochi, H. 1981. A revision of the neotropical Bryoïdeae, Musci (second part). J. Fac. Educ. Tottori Univ., Nat. Sci. 30: 21–55.
Pedersen, N., C. J. Cox & L. Hedenäs. 2003. Phylogeny of the moss family Bryaceae inferred from chloroplast sequences and morphology. Syst. Bot. 28: 471–482
"
Bryophyta;Bryopsida;Bryidae;Bryales;Bryaceae;!;Anomobryum;julaceum;;;(Schrad. ex P. Gaertn., B. Mey. & Scherb.) Schimp.;!Anomobryum julaceum (Schrad. ex P. Gaertn., B. Mey. & Scherb.) Schimp.;Anomobryum julaceum;Especie;;0;Am 2, Am 4 Am 5, Am 6, Afr 1, Afr 2, Afr 3, As 2, Eur.;;;Andes, Sistema Coriano;;;;;;;;;;;En Morales y García 2006 (VEN) como Bryum filiforme
Bryophyta;Bryopsida;Bryidae;Bryales;Bryaceae;!;Bryum;prostratum;;;C. Muell.;!Bryum prostratum C. Muell.;Bryum prostratum;Especie;;0;Am 4.;Venezuela, Colombia, Ecuador, Perú y Bolivia;Bolivia, Colombia, Ecuador, México, Perú, Venezuela,  Chile,  Argentina. Norte de Chile;Andes;;;;;;;;; ;;En Pittier 1936 como Bryum prostratum Müll. Hal. En Morales & García 2006 como Anomobryum plicatum Card.
Bryophyta;Bryopsida;Bryidae;Bryales;Bryaceae;!;Anomobryum;pycnobaseum;;;(Müll. Hal.) Broth.;!Anomobryum pycnobaseum (Müll. Hal.) Broth.;Anomobryum pycnobaseum;Especie;;1;Am 4.;Venezuela;;Andes, Cordillera de la Costa Central;;Terrestre, Saxícola;Suelo, Roca;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Bryales;Bryaceae;!;Anomobryum;semiovatum;;;(Brid.) A. Jaeger;!Anomobryum semiovatum (Brid.) A. Jaeger;Anomobryum semiovatum;Especie;;0;Am 2, Am 4.;;;Andes;;Saxícola;Roca;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Bryales;Bryaceae;;Brachymenium;barbae-montis;;;Müll. Hal. ex Renauld & Cardot;Brachymenium barbae-montis Müll. Hal. ex Renauld & Cardot;Brachymenium barbae-montis;Especie;;0;;;México, Colombia, El Salvador,  Guatemala,  Panamá;Cordillera de la Costa Central;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Bryales;Bryaceae;!;Brachymenium;columbicum;;;(De Not.) Broth.;!Brachymenium columbicum (De Not.) Broth.;Brachymenium columbicum;Especie;;0;;;Venezuela,  Colombia,  Brasil,  Ecuador, México, Centroamérica, Indias occidentales;Cordillera de la Costa Central;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Bryales;Bryaceae;!;Brachymenium;consimile;;;(Mitt.) A. Jaeger;!Brachymenium consimile (Mitt.) A. Jaeger;Brachymenium consimile;Especie;;0;Am 2, Am 4.;;Venezuela,  Ecuador,  Perú, México, Costa Rica, Colombia;Andes;;Epífito;Tronco;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Bryales;Bryaceae;!;Brachymenium;exile;;;(Dozy & Molk.) Bosch & Sande Lac.;!Brachymenium exile (Dozy & Molk.) Bosch & Sande Lac.;Brachymenium exile;Especie;;0;Am 2, Am 4, Am 5, Afr 2, Afr 3, As 2, As 4, Oc.;;Pantropical;Cordillera de la Costa Central;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Bryales;Bryaceae;!;Brachymenium;globirameum;;;(Müll. Hal.) Paris;!Brachymenium globirameum (Müll. Hal.) Paris;Brachymenium globirameum;Especie;;1;Am 4.;Venezuela;;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Bryales;Bryaceae;!;Brachymenium;melanopyxis;;;(Müll. Hal.) Paris;!Brachymenium melanopyxis (Müll. Hal.) Paris;Brachymenium melanopyxis;Especie;;1;Am 4.;Venezuela;;Cordillera de la Costa Central;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Bryales;Bryaceae;!;Brachymenium;peraristatum;;;(C.Muell) Par.;!Brachymenium peraristatum (C.Muell) Par.;Brachymenium peraristatum;Especie;;1;Am 4.;Venezuela;Brasil, Venezuela. Venezuela,  solo conocido del espécimen  tipo. Endémico;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Bryales;Bryaceae;!;Brachymenium;radiculosum;;;(Schwägr.) Hampe;!Brachymenium radiculosum (Schwägr.) Hampe;Brachymenium radiculosum;Especie;;0;Am 2, Am 4, Am 5.;;Argentina,  Bolivia,  Nicaragua,  Costa Rica;Andes, Sur del Orinoco (Guayana);;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Bryales;Bryaceae;!;Brachymenium;sipapoense;;;E.B. Bartram;!Brachymenium sipapoense E.B. Bartram;Brachymenium sipapoense;Especie;;0;;;Venezuela,  Surinam;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Bryales;Bryaceae;!;Brachymenium;speciosum;;;(Hook. & Wilson) Steere;!Brachymenium speciosum (Hook. & Wilson) Steere;Brachymenium speciosum;Especie;;0;Am 1, Am 2, Am 3, Am 4, Am 5;;Venezuela,  Ecuador,  Perú,  Brasil, Estados Unidos, Costa Rica, Panamá, Cuba, Jamaica;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Bryales;Bryaceae;!;Brachymenium;systylium;;;(Müll. Hal.) A. Jaeger;!Brachymenium systylium (Müll. Hal.) A. Jaeger;Brachymenium systylium;Especie;;0;Am 1, Am 2, Am 4, Am 5;;Venezuela,  Ecuador,  Perú,  Bolivia,  Brasil, Caribe, Costa Rica, Guatemala, Honduras, México, Nicaragua, Paraguay, Surinam, Estados Unidos, Venezuela;Andes, Sur del Orinoco (Guayana);;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Bryales;Bryaceae;!;Brachymenium;wrightii;;;(Sull.) Broth.;!Brachymenium wrightii (Sull.) Broth.;Brachymenium wrightii;Especie;;0;Am 1, Am 2, Am 3, Am 4;;;Cordillera de la Costa Oriental;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Bryales;Bryaceae;!;Bryum;algovicum;;;Sendtn ex Müll.;!Bryum algovicum Sendtn ex Müll.;Bryum algovicum;Especie;;0;Am 1, Am 4, Afr 4, As 1, As 2, As 3, As 5, Austr 2, Eur.;;Venezuela,  Ecuador,  Perú,  Bolivia, Canadá, Chile, China, Japón, Taiwán, Tailandia, Estados Unidos;Andes;;Terrestre;Suelo;;;;;;;;En Griffin III 1977c como Bryum angustirete var. compactum (Hornsch.) Wijk & Margad. 
Bryophyta;Bryopsida;Bryidae;Bryales;Bryaceae;!;Bryum;alpinum;;;Huds. ex With;!Bryum alpinum Huds. ex With;Bryum alpinum;Especie;;0;Am 1, Afr 1, Afr 2, Afr 3, Afr 4, As 1, As 2, As 3, As 5, Eur.;;Bolivia, China, Colombia, Checoslovaquia, Franca, Alemania, Gran Bretaña, Hungría, Irlanda, Lesoto, Nueva Zelanda, Noruega, Perú, Portugal, Ruanda, Sur África, Estados Unidos, Venezuela;Andes;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Bryales;Bryaceae;!;Bryum;apiculatum;;;Schwägr.;!Bryum apiculatum Schwägr.;Bryum apiculatum;Especie;;0;Am 1, Am 5, Am 6.;;;Andes, Cordillera de la Costa Central, Cordillera de la Costa Oriental;;Lignícola;Tronco en descomposición;;;;;;;;En Pittier 1936 como Bryum lansbergii Dozy & Molk. Sobre tronco en descomposición carbonizado
Bryophyta;Bryopsida;Bryidae;Bryales;Bryaceae;!;Bryum;argenteum;;;Hedw.;!Bryum argenteum Hedw.;Bryum argenteum;Especie;;0;Cosm;;;Andes, Cordillera de la Costa Central, Cordillera de la Costa Oriental, Sur del Orinoco (Guayana), Sistema Coriano, Lago de Maracaibo;;Terrestre, Epífito;Suelo, Arcilla, Tronco, Roca, Muro;;;;;;;;En Pittier 1936 como Bryum leucurum Müll. Hal.  En Pittier 1936 también como Bryum stenopyxis Müll. Hal.
Bryophyta;Bryopsida;Bryidae;Bryales;Bryaceae;!;Bryum;aubertii;;;(Schwägr.) Thér.;!Bryum aubertii (Schwägr.) Thér.;Bryum aubertii;Especie;;0;;;República Dominicana, Puerto Rico, Madagascar, México, Perú, Sur África, Venezuela;Andes;;Saxícola;Suelo;;;;;;;;"Recientes estudios de las relaciones filogenéticas en Bryaceae basadas en evidencias del ADN del cloroplasto (Cox & Hedderson 2003 y Pedersen et al. 2003) muestran que Bryum y Brachymenium no son un grupo monofilético y que Anomobryum, Plagyobryum y Rhodobryum se muestran en un mismo clado.
Estas conclusiones fueron anticipadas por Ochi (1972, 1992) y otros taxónomos mediante estudios morfológicos detallados.
Ochi 1980 propone tres subgéneros (Bryum, Rhodobryum y Anomobryum) dentro del género Bryum. 
Aunque varios autores aceptan a dichos subgéneros como géneros, aquí se utiliza la clasificación propuesta por Ochi 1980 y 1981 donde se tratan a Rhodobryum y Anomobryum como subgéneros del género Bryum, aceptando en este caso en nombre de !Bryum aubertii (Schwägr.) Thér. en vez de Rhodobryum aubertii (Schwägr.) Thér.
(Comentario ingresado marzo 2013)

Cox, C.J. and T.A.J. Hedderson. 2003. Phylogenetic relationships within the moss family
Bryaceae based on chloroplast DNA evidence. J. Bryol. 25: 31-40.
Ochi, H. 1980. A revision of the neotropical Bryoïdeae, Musci (First part). J. Fac. Educ. Tottori Univ., Nat. Sci. 29: 49–154.
Ochi, H. 1981. A revision of the neotropical Bryoïdeae, Musci (second part). J. Fac. Educ. Tottori Univ., Nat. Sci. 30: 21–55.
Pedersen, N., C. J. Cox & L. Hedenäs. 2003. Phylogeny of the moss family Bryaceae inferred from chloroplast sequences and morphology. Syst. Bot. 28: 471–482
"
Bryophyta;Bryopsida;Bryidae;Bryales;Bryaceae;!;Bryum;beyrichianum;;;(Hornsch.) C. Muell.;!Bryum beyrichianum (Hornsch.) C. Muell.;Bryum beyrichianum;Especie;;0;Am 2, Am 3, Am 4, Am 5, Am 6;;Argentina,  Bolivia,  Belice,  Brasil,  Colombia,  Costa Rica,  Ecuador,  Honduras,  México, Colombia, Nicaragua,  Panamá,  Paraguay,  Perú,  Surinam,  El Salvador,  Guatemala,  Estados Unidos  México, Colombia, Centro América y América del Sur;Cordillera de la Costa Oriental, Cordillera de la Costa Central, Andes;;;;;;;;Bryum beyrichianum (Hornsch.) C. Muell.  Nombre aceptado por Ochi 1980. J. Fac. Educ. Tottori Univ. Nat. Sci. 29: 26. Part I.;Ussher M. S. (MERC) ;2011-10-18;
