division;clase;subclase;orden;familia;aceptado;genero;especie;Variedad;Subespecie;autor;nombre;clasificacion;basionimo;endemica;zona_vdw;paises_andinotropicales;distribucion_mundial;ecorregion;ecosistema;habito;sustrato;Lista Roja mundial;CategoriaIUCN;CriterioIUCN;AutorCriterio;Revision;Revisor;FechaRevision;Comentarios
Bryophyta;Bryopsida;Dicranidae;Pottiales;Pottiaceae;1;Aloinella;venezuelana;;;Griffin;Aloinella venezuelana;6;;1;Am 4.;Venezuela;;;;;;Venezuela;EN;A3c;León et al. 2013b;;;;"(Holotype: FLAS; isotypes: MEXU, TENN)"
Bryophyta;Bryopsida;Dicranidae;Pottiales;Pottiaceae;1;Anoectangium;aestivum;;;(Hedw.) Mitt.;Anoectangium aestivum;6;;0;Am 1, Am 2, Am 3, Am 4, Am 5, Afr 1, Afr 2, As 2, As 3, As 4, Austr 2, Eur, Oc.;;Venezuela,  Colombia,  Bolivia,  Ecuador;;;;;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Pottiales;Pottiaceae;1;Anoectangium;weisioides;;;Müll. Hal.;Anoectangium weisioides;6;;1;Am 4.;Venezuela;Venezuela;;;;;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Pottiales;Pottiaceae;1;Barbula;arcuata;;;Griff.;Barbula arcuata;6;;0;;;Colombia,  Ecuador,  Perú,  Bolivia. At elevations from 365-2000 m Colombia: 1380-2000 m,  Ecuador: 365-450 m,  Perú: 700-1000 m,  Bolivia: 500-1000 m. Pantropical absent in África. Some authors have placed this taxon in the genus Hydrogonium.;;;Saxícola;Roca;;;;;;;;Sobre travertino del lecho de la quebrada.
Bryophyta;Bryopsida;Dicranidae;Pottiales;Pottiaceae;0;Barbula;erosa;;;Hampe;Barbula erosa;6;;0;;;;;;;;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Pottiales;Pottiaceae;1;Barbula;fendleri;;;Müll. Hal.;Barbula fendleri;6;;1;Am 4.;Venezuela;Venezuela;;;;;;;;;;;;Ecology and distribution. Venezuela: ? m. Status unknown. (Trópicos A)
Bryophyta;Bryopsida;Dicranidae;Pottiales;Pottiaceae;1;Barbula;indica;;;(Hook.) Spreng;Barbula indica;6;;0;;;;;;Terrestre, Saxícola;Suelo # Roca calcárea;;;;;;;;En Pittier 1936 como Barbula cruegeri Sond. 
Bryophyta;Bryopsida;Dicranidae;Pottiales;Pottiaceae;1;Barbula;subreflexifolia;;;Müll. Hal.;Barbula subreflexifolia;6;;1;Am 4.;Venezuela;Venezuela;;;;;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Pottiales;Pottiaceae;1;Bellibarbula;recurva;;;(Griff.) R. H. Zander;Bellibarbula recurva;6;;0;Am 1, Am 2, Am 4, As 2, As 3.;;Bolivia, Alemania, México, Nepal, Estados Unidos, Venezuela;;;;;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Pottiales;Pottiaceae;1;Bryoerythrophyllum;bolivianum;;;(Müll. Hal.) R. H. Zander;Bryoerythrophyllum bolivianum;6;;0;;;Venezuela,  Perú,  Bolivia;;;;;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Pottiales;Pottiaceae;1;Bryoerythrophyllum;campylocarpum;;;(Taylor) H. A. Crum;Bryoerythrophyllum campylocarpum;6;;0;Am 2, Am 3, Am 4, 6, Afr 2, Afr 4, As 2, As 3, Eur.;;Bolivia,  Jamaica,  República Dominicana,  Chile,  Colombia,  Costa Rica,  Ecuador,  Honduras,  Kenia,  Malawi,  México, Colombia, Perú,  Panamá,  Sudáfrica ,  Tanzania,  Ruanda,  Uganda , Venezuela. At elevations from 1500-4200 m Venezuela: ? m,  Colombia: 2000-3500 m,  Ecuador: 1860-3560 m,  Perú: 2100 m,  Bolivia: 1500-4200 m. Widespread,  in the Neotropics confined to high elevations.;;;;;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Pottiales;Pottiaceae;1;Bryoerythrophyllum;inaequalifolium;;;(Taylor) R. H. Zander;Bryoerythrophyllum inaequalifolium;6;;0;Am 1, Am 2, Am 4, Afr 1, As 2, As 3, As 4.;;Bolivia, Islas Canarias, República Dominicana, Haití, Colombia, Costa Rica, India, México, Federación Rusa, España, Estados Unidos, Venezuela, Reunión;;;;;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Pottiales;Pottiaceae;1;Bryoerythrophyllum;jamesonii;;;(Taylor) H. A. Crum;Bryoerythrophyllum jamesonii;6;;0;Am 2, Am 4.;;Bolivia, Colombia, Costa Rica, Ecuador, Grecia, Lesoto, México, Nepal, Nueva Zelanda, Perú, Venezuela, Australia, Sudáfrica;;;;;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Pottiales;Pottiaceae;1;Bryoerythrophyllum;recurvirostrum;;;(Hedw.) P.C. Chen;Bryoerythrophyllum recurvirostrum;6;;0;;;;;;Terrestre;Suelo rocoso;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Pottiales;Pottiaceae;1;Bryoerythrophyllum;recurvirostrum;var. aeneum;;(Müll. Hal.) R. H. Zander;Bryoerythrophyllum recurvirostrum var. aeneum;8;;0;Am 2, Am 4.;;Bolivia,  Guatemala,  México, Colombia, Estados Unidos;;;;;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Pottiales;Pottiaceae;1;Didymodon;australasiae;;;(Hook. & Grev.) R.H. Zander;Didymodon australasiae;6;;0;Am 1, Am 2, Am 3, Am 4, 6, Afr 1, Austr 1, Austr 2, Eur.;;Venezuela;;;;;;;;;;;;En Pittier 1936 como Didymodon diaphanobasis Cardot y como Barbula ecuadoriensis Broth. 
Bryophyta;Bryopsida;Dicranidae;Pottiales;Pottiaceae;1;Didymodon;bartramii;;;R.H. Zander;Didymodon bartramii;6;;1;Am 4.;Venezuela;;;;;;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Pottiales;Pottiaceae;1;Didymodon;inundatus;;;(Mitt.) Broth.;Didymodon inundatus;6;;0;Am 4, Am 6.;;Venezuela,  Ecuador. At elevations from 1000-3570 m Venezuela: 1000 m,  Ecuador: 3570 m. Trópicoas A;;;;;;;;;;;;Status Unknown  en Tropicos.org (ANBRY)
Bryophyta;Bryopsida;Dicranidae;Pottiales;Pottiaceae;1;Didymodon;laevigatus;;;(Mitt.) R. H. Zander;Didymodon laevigatus;6;;0;Am 4, Am 6.;;Bolivia,  República Dominicana,  Colombia,  Costa Rica,  Ecuador,  Guatemala,  Nueva Guinea,  Perú;;;;;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Pottiales;Pottiaceae;1;Didymodon;moritzianus;;;(Müll. Hal.) Broth.;Didymodon moritzianus;6;;1;Am 4.;Venezuela;;;;;;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Pottiales;Pottiaceae;1;Kingiobryum;paramicola;;;H. Rob.;Kingiobryum paramicola;6;;0;Am 4.;Venezuela y Colombia;;;;;;Venezuela;VU;D2;León et al. 2013b;;;;
Bryophyta;Bryopsida;Dicranidae;Pottiales;Pottiaceae;1;Didymodon;rigidulus;;;Hedw.;Didymodon rigidulus;6;;0;;;;;;;;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Pottiales;Pottiaceae;1;Didymodon;rigidulus;var. rigidulus;;;Didymodon rigidulus var. rigidulus;8;;0;Am 1, Am 4, Am 6, Afr 1, As 1, As 2, As 3, As 5, Eur.;;Bolivia, México, Colombia, Estados Unidos , Venezuela,  Colombia,  Ecuador,  Perú. At elevations from 2600-4300 m Venezuela: ? m,  Colombia: 2940 m,  Ecuador: 4000-4300 m,  Perú: 2600-4300 m.;;;;;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Pottiales;Pottiaceae;1;Didymodon;rigidulus;var. gracilis;;(Hook. & Grev.) R. H. Zander;Didymodon rigidulus var. gracilis;8;;0;Am 1, Am 2, Am 4, Afr 1, As 1, As 3, As 5, Eur.;;"Argelia,  Canadá,  Colombia,  Alemania,  Grecia,  Italia,  México, Colombia, Colombia, Rusia,  Túnez,  Estados Unidos,  Venezuela,  Perú. At elevations from 300-3200 m Venezuela: 3200 m,  Colombia: 300-2615 m,  Perú: 2600-3000 m. North and América Central,  probably widespread in the Andes; EuroPerú,  Middle East,  Asia.";;;;;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Pottiales;Pottiaceae;1;Didymodon;rigidulus;var. icmadophilus;;(Müll. Hal.) R. H. Zander;Didymodon rigidulus var. icmadophilus;8;;0;Am 1, Am 2, Am 4, Afr 1, As 1, As 3, As 5, Eur.;;Canadá, Colombia, Costa Rica, Guatemala, Islandia, Kazakstán, México, Estados Unidos, Venezuela;;;Epífito;Muro;;;;;;;;Sobre cemento. Pico. Iluminado.
Bryophyta;Bryopsida;Dicranidae;Pottiales;Pottiaceae;1;Didymodon;taylorii;;;R. H. Zander;Didymodon taylorii;6;;0;;;Venezuela,  Colombia,  Ecuador y Bolivia;;;Terrestre, Epífito;Suelo # Muro;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Pottiales;Pottiaceae;1;Didymodon;umbrosus;;;(Müll. Hal.) R. H. Zander;Didymodon umbrosus;6;;0;;;Argentina, Bolivia, Chile, Colombia, México, Paraguay, Perú, Estados Unidos, Venezuela;;;;;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Pottiales;Pottiaceae;1;Didymodon;vinealis;;;(Brid.) R. H. Zander;Didymodon vinealis;6;;0;Am 1, Am 2, Am 4, Am 6, Afr 1, As 1, As 2, As 3, As 5 Eur, Oc.;;Canadá, Caribe, Chile, Islas Canarias, Costa Rica, Ecuador, Egipto, Islas Malvinas, Francia, Alemania, Grecia, Islandia, India, Israel, Italia, Kazakstán, México, Mongolia, Nepal, Federación Rusa, España, Tanzania, Tunicia, Estados Unidos . At elevations from 1600-4500 m Venezuela: 1600-3600 m,  Colombia: 2770 m,  Ecuador: 2550-3000 m,  Perú: 3650 m,  Bolivia: 3000-4500 m. Western North América,  Central and América del Sur,  EuroPerú,  Asia and África.;;;;;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Pottiales;Pottiaceae;1;Dolotortula;mniifolia;;;(Sull.) R. H. Zander;Dolotortula mniifolia;6;;0;Am 2, Am 3, Am 4.;;Venezuela,  Perú,  Bolivia,  Ecuador,  Colombia,  Argentina;;;;;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Pottiales;Pottiaceae;1;Gymnostomiella;vernicosa;;;(Hook. ex Harv.) M. Fleisch.;Gymnostomiella vernicosa;6;;0;Am 1, Am 2, Am 3, Am 4, Am 5;;;;;Terrestre;Suelo;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Pottiales;Pottiaceae;1;Gymnostomum;aeruginosum;;;Sm.;Gymnostomum aeruginosum;6;;0;Am 1, Am 2, Am 3, Am 4, Am 6, Afr 1, Afr 4, As 1, As 2, As 3, As 5, Austr 1, Austr 2, Eur, Oc.;;;;;;;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Pottiales;Pottiaceae;1;Gymnostomum;calcareum;;;Nees & Hornsch.;Gymnostomum calcareum;6;;0;;;Europa,  Asia y África;;;;;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Pottiales;Pottiaceae;0;Gymnostomum;venezuelense;;;(Müll. Hal.) Paris;Gymnostomum venezuelense;6;;1;;;Venezuela;;;;;;;;;;;;En Pittier 1936 como Hyophila tortula (Schwägr.) Hampe 
Bryophyta;Bryopsida;Dicranidae;Pottiales;Pottiaceae;1;Hymenostylium;recurvirostrum;;;(Hedw.) Dixon;Hymenostylium recurvirostrum;6;;0;;;Afganistán, Armenia, Austria, Belice, Bolivia, Brasil, Canadá, Cuba, República Dominicana, Haití, Jamaica, Puerto Rico, Chile, China, Colombia, Costa Rica, Dinamarca, Ecuador, Egipto, Finlandia, Gran Bretaña, Grecia, Guatemala, Hawái , Honduras, India, Islandia, Lesoto, Italia, México, Namibia, Nueva Zelanda, Papua Nueva Guinea, Perú, filipinas, Rusia, Sur África, Sri Lanka, Suecia, Suiza, Tanzania, Estados Unidos, Venezuela, Vietnam;;;;;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Pottiales;Pottiaceae;1;Hymenostylium;recurvirostrum;var. recurvirostre;;;Hymenostylium recurvirostrum var. recurvirostre;8;;0;Am 1, Am 2, Am 3, Am 4, Am 6, Afr 1, Afr 3, Afr 4, As 1, As 2, As 3, As 4, As 5, Austr 1, Austr 2, Eur.;;India,  Estados Unidos,  Canadá,  Groenlandia,  Hawái, Islandia;;;;;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Pottiales;Pottiaceae;1;Hyophila;involuta;;;(Hook.) A. Jaeger;Hyophila involuta;6;;0;Am 1, Am 2, Am 3, Am 4, Am 5, Afr 4, As 2, As 3, As 4, Eur, Oc.;;Venezuela,  Colombia,  Perú,  Bolivia,  Ecuador;;;Epífito;Muro;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Pottiales;Pottiaceae;1;Hyophila;involutifolia;;;(Müll. Hal.) A. Jaeger;Hyophila involutifolia;6;;0;;;Venezuela;;;;;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Pottiales;Pottiaceae;1;Leptodontium;brachyphyllum;;;Broth. & Thér.;Leptodontium brachyphyllum;6;;0;Am 2, Am 4, Afr 4.;;Venezuela  México, Colombia, Guatemala,  Costa Rica,  Colombia,  Perú,  Bolivia;;;Terrestre;Suelo, Humus;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Pottiales;Pottiaceae;1;Leptodontium;capituligerum;;;C. Muell.;Leptodontium capituligerum;6;;0;Am 2, Am 4, Am 5, Am 6, Afr 2, Afr 3.;;;;;Acuático;Sumergido;;;;;;;;Crece sumergido en pantanos de poca profundidad.
Bryophyta;Bryopsida;Dicranidae;Pottiales;Pottiaceae;1;Leptodontium;erythroneuron;;;Herzog;Leptodontium erythroneuron;6;;0;Am 4.;Venezuela, Colombia, Ecuador, Peru y Bolivia;;;;Saxícola;Roca;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Pottiales;Pottiaceae;1;Leptodontium;filicola;;;Herzog;Leptodontium filicola;6;;0;Am 4, Am 5, Am 6.;;Venezuela,  Colombia,   Perú,  Bolivia,  Chile,  Brasil;;;;;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Pottiales;Pottiaceae;1;Leptodontium;flexifolium;;;(Dicks.) Hampe;Leptodontium flexifolium;6;;0;Am 1, Am 2, Am 4, Afr 2, As 3, As 4.;;Venezuela,  Colombia,  Ecuador,  Bolivia;;;;;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Pottiales;Pottiaceae;1;Leptodontium;longicaule;;;Mitt.;Leptodontium longicaule;6;;0;;;;;;;;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Pottiales;Pottiaceae;1;Leptodontium;longicaule;var. longicaule;;;Leptodontium longicaule var. longicaule;8;;0;Am 2, Am 4, Afr 2, Afr 3, Afr 4.;;Venezuela,  Colombia,  Ecuador,  Bolivia;;;;;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Pottiales;Pottiaceae;1;Leptodontium;longicaule;var. microruncinatum;;(Dusén) R.H. Zander;Leptodontium longicaule var. microruncinatum;8;;0;Am 4, Am 6, Afr 2, Afr 3, Afr 4.;;Venezuela,  Colombia,  Ecuador;;;;;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Pottiales;Pottiaceae;1;Leptodontium;luteum;;;(Taylor) Mitt.;Leptodontium luteum;6;;0;Am 4, Afr 2.;;Venezuela,  Colombia,  Ecuador,  Bolivia,  Perú;;;;;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Pottiales;Pottiaceae;1;Leptodontium;pungens;;;(Mitt.) Kindb.;Leptodontium pungens;6;;0;Am 2, Am 4, Am 5, Am 6, Afr 2.;;Venezuela,  Colombia,  Ecuador,  Bolivia,  Perú;;;;;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Pottiales;Pottiaceae;1;Leptodontium;stellaticuspis;;;E.B. Bartram;Leptodontium stellaticuspis;6;;0;Am 4.;Venezuela, Colombia y Ecuador;;;;Acuático;Sumergido;;;;;;;;Crece sumergido en pantanos de poca profundidad.
Bryophyta;Bryopsida;Dicranidae;Pottiales;Pottiaceae;1;Leptodontium;stellatifolium;;;(Hampe) Broth.;Leptodontium stellatifolium;6;;0;;;;;;;;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Pottiales;Pottiaceae;0;Leptodontium;viticulosoides;;;(P. Beauv.) Wijk & Margad.;Leptodontium viticulosoides;6;;0;;;;;;;;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Pottiales;Pottiaceae;1;Leptodontium;viticulosoides;var. panamense;;(Lorentz) R.H. Zander;Leptodontium viticulosoides var. panamense;8;;0;;;Venezuela;;;;;;;;;;;;En Pittier 1936 como Leptodontium procumbens Müll. Hal., como Leptodontium subcirrhifolium C. Müll, y como Leptodontium ulocalyx (Müll. Hal.) Mitt. En Churchill et al. 2000 como Leptodontium subcirrhifolium (Müll. Hal.) Kindb.)
Bryophyta;Bryopsida;Dicranidae;Pottiales;Pottiaceae;1;Leptodontium;viticulosoides;var. viticulosoides;;;Leptodontium viticulosoides var. viticulosoides;8;;0;Am 2, Am 4, Am 5, Am 6, Afr 2, Afr 3, Afr 4, As 3, As 4.;;Venezuela,  Colombia,  Bolivia,  Perú,  Argentina;;;;;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Pottiales;Pottiaceae;1;Leptodontium;viticulosoides;var. sulphureum;;(Müll. Hal.) R. H. Zander;Leptodontium viticulosoides var. sulphureum;8;;0;Am 2, Am 3, Am 4, Am 5;;Venezuela,  Colombia,  Ecuador,  Bolivia;;;;;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Pottiales;Pottiaceae;1;Leptodontium;wallisii;;;(Müll. Hal.) Kindb.;Leptodontium wallisii;6;;0;Am 4.;;Venezuela,  Colombia,  Ecuador,  Bolivia,  Perú;;;Epífito, Saxícola;Rama, Roca;;;;;;;;Epifito sobre shrubby Chaetolepis, Roca
Bryophyta;Bryopsida;Dicranidae;Pottiales;Pottiaceae;1;Molendoa;sendtneriana;;;(Bruch & Schimp.) Limpr.;Molendoa sendtneriana;6;;0;Am 2, Am 4, Am 6, As 1, As 2, As 3, Eur.;;;;;;;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Pottiales;Pottiaceae;1;Mironia;ehrenbergiana;;;(Müll. Hal.) Thér.;Mironia ehrenbergiana;6;;0;;;Venezuela,  Colombia,  Ecuador,  Bolivia;;;Terrestre, Saxícola;Suelo # Roca;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Pottiales;Pottiaceae;0;Mironia;ehrenbergiana;var. ehrenbergiana;;;Mironia ehrenbergiana var. ehrenbergiana;8;;0;Am 2, Am 4.;;;;;;;;;;;;;;En Trópicos.org (ANBRY) no salen las variedades
Bryophyta;Bryopsida;Dicranidae;Pottiales;Pottiaceae;1;Mironia;ehrenbergiana;var. elongata;;(Mitt.) R. H. Zander;Mironia ehrenbergiana var. elongata;8;;0;Am 4.;Venezuela, Ecuador y Perú;;;;;;;;;;;;;En Trópicos.org (ANBRY) no salen las variedades
Bryophyta;Bryopsida;Dicranidae;Pottiales;Pottiaceae;1;Pseudosymblepharis;schimperiana;;;(Paris) H.A. Crum;Pseudosymblepharis schimperiana;6;;0;Am 1, Am 2, Am 3, Am 4, Am 5, Am 6, Afr 2, Afr 4.;;Venezuela,  Colombia,  Ecuador,  Perú;;;Saxícola;Roca;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Pottiales;Pottiaceae;1;Plaubelia;sprengelii;;;(Schwägr.) R. H. Zander;Plaubelia sprengelii;6;;0;;;Venezuela,  Bolivia;;;;;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Pottiales;Pottiaceae;1;Pseudocrossidium;replicatum;;;(Taylor) R. H. Zander;Pseudocrossidium replicatum;6;;0;;;Venezuela,  Colombia,  Ecuador,  Bolivia,  Perú;;;;;;;;;;;;En Pittier 1936 como Barbula spiralis Schimp.
Bryophyta;Bryopsida;Dicranidae;Pottiales;Pottiaceae;0;Pseudocrossidium;replicatum;var. replicatum;;;Pseudocrossidium replicatum var. replicatum;8;;0;Am 1, Am 2, Am 4, Am 5, Am 6, Afr 2, Afr 4.;;;;;;;;;;;;;;En Trópicos.org (ANBRY) no sale esta variedad
Bryophyta;Bryopsida;Dicranidae;Pottiales;Pottiaceae;1;Scopelophila;ligulata;;;(Spruce) Spruce;Scopelophila ligulata;6;;0;;;Venezuela,  Colombia,  Ecuador,  Bolivia,  Perú;;;;;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Pottiales;Pottiaceae;1;Streptopogon;calymperes;;;Müll. Hal;Streptopogon calymperes;6;;0;Am 2, Am 3, Am 4, Am 5, Afr 3.;;Venezuela,  Colombia,  Bolivia,  Perú,  Argentina,  Ecuador;;;Epífito, Saxícola;Tronco # Roca;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Pottiales;Pottiaceae;1;Streptopogon;cavifolius;;;Mitt.;Streptopogon cavifolius;6;;0;Am 2, Am 3, Am 4.;;Venezuela,  Colombia,  Bolivia;;;Epífito;Rama, Arbusto;;;;;;;;Crece sobre plantas de café
Bryophyta;Bryopsida;Dicranidae;Pottiales;Pottiaceae;1;Streptopogon;erythrodontus;;;(Taylor) Wilson;Streptopogon erythrodontus;6;;0;;;Venezuela,  Colombia,  Ecuador,  Bolivia,  Perú;;;Epífito;Rama, Tronco, Arbol;;;;;;;;Sobre tronco de Solanum.
Bryophyta;Bryopsida;Dicranidae;Pottiales;Pottiaceae;0;Streptopogon;erythrodontus;var. erythrodontus;;;Streptopogon erythrodontus var. erythrodontus;8;;0;Am 2, Am 3, Am 4, Afr 3, Oc.;;;;;;;;;;;;;;En Trópicos.org (ANBRY) no sale esta variedad
Bryophyta;Bryopsida;Dicranidae;Pottiales;Pottiaceae;1;Streptopogon;lindigii;;;Hampe;Streptopogon lindigii;6;;0;Am 4.;Venezuela, Colombia, Ecuador, Perú y Bolivia?;Venezuela,  Colombia,  Ecuador,  Perú y Bolivia;;;Epífito;;Colombia;VU;D2;Linares & Uribe 2002;;;;
Bryophyta;Bryopsida;Dicranidae;Pottiales;Pottiaceae;1;Symphyodon;pygmaeus;;;(Broth.) S. He & Snider;Symphyodon pygmaeus;6;;0;;;;;;;;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Pottiales;Pottiaceae;1;Syntrichia;amphidiacea;;;(Müll. Hal.) R. H. Zander;Syntrichia amphidiacea;6;;0;Am 1, Am 2, Am 3, Am 4, Afr 2.;;Bolivia,  Brasil. Colombia,  Costa Rica,  Guatemala,  Honduras,  México, Colombia, Nicaragua,  Estados Unidos, Venezuela,   Ecuador,  Perú,  Bolivia, Estados Unidos,  México, Colombia, América Central,  Colombia, Bolivia. At elevations from 960-3500 m Venezuela: 3400-3500 m,  Colombia: 1410-2750 m,  Ecuador: 3355 m,  Perú: 3000 m,  Bolivia: 960-1950 m. Southeast Estados Unidos,  México, Colombia, América Central,  Colombia to Bolivia.;;;;;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Pottiales;Pottiaceae;1;Syntrichia;andicola;;;(Mont.) Ochyra;Syntrichia andicola;6;;0;Am 2, Am 4.;;Venezuela,  Colombia,  Ecuador;;;Terrestre, Saxícola;Suelo # Roca;;;;;;;;"En Griffin 1975 como Tortula goudotii (Hampe) Mitt.; En Pittier 1936 como Tortula andicula Mont. "
Bryophyta;Bryopsida;Dicranidae;Pottiales;Pottiaceae;1;Syntrichia;bogotensis;;;(Hampe) Mitt.;Syntrichia bogotensis;6;;0;Am 4.;Venezuela, Colombia, Ecuador y Perú;Bolivia,  Colombia,  Guatemala,  Perú, Venezuela,  Colombia,  Ecuador,  Perú,  Bolivia, México,  Guatemala,   Bolivia. Perú  at elevations from 2460-4250 m Venezuela: ? m,  Colombia: 2460-3075 m,  Ecuador: 3950 m,  Perú: 4250 m,  Bolivia: 3800 m. México, Colombia, América Central Guatemala,  Colombia to Bolivia.;;;;;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Pottiales;Pottiaceae;1;Syntrichia;fragilis;;;(Taylor) Ochyra;Syntrichia fragilis;6;;0;Am 1, Am 2, Am 3, Am 4, Am 5, Am 6, Afr 3, Afr 4, As 3.;;Venezuela,  Colombia,  Ecuador,  Bolivia,  Perú;;;Epífito;Muro;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Pottiales;Pottiaceae;1;Tortella;humilis;;;(Hedw.) Jenn.;Tortella humilis;6;;0;Am 1, Am 2, Am 3, Am 4, Am 5, Am 6, Afr 1, Afr 2, Afr 3, Afr 4, As 2, As 5, Eur, Oc.;;Venezuela,  Ecuador,  Bolivia;;;Epífito;Base de tronco;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Pottiales;Pottiaceae;1;Tortella;tortuosa;;;(Hedw.) Limpr;Tortella tortuosa;6;;0;;;Neotrópico;;;;;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Pottiales;Pottiaceae;0;Tortula;goudotii;;;(Hampe) Mitt.;Tortula goudotii;6;;0;;;;;;;;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Pottiales;Pottiaceae;0;Tortula;goudotii;var. goudotii;;;Tortula goudotii var. goudotii;8;;0;Am 4.;Venezuela y Colombia;;;;;;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Pottiales;Pottiaceae;1;Tortula;subulata;;;Hedw.;Tortula subulata;6;;0;;;;;;;;;;;;;;;En Pittier 1936 como Tortula elongata (Wils.) Mitt
Bryophyta;Bryopsida;Dicranidae;Pottiales;Pottiaceae;1;Trichostomum;arboreum;;;(Mitt.) R.H. Zander;Trichostomum arboreum;6;;0;Am 4, Am 5.;;"Brasil , Venezuela,  Bolivia. Venezuela,  Brasil  At elevations from 100-1000 m Venezuela: 100-1000 m,  Bolivia: ? m.
Specimens. VENEZUELA. Sin. loc. Pittier 11653 MO.";;;Terrestre;Suelo;;;;;;;;En Pittier 1936 como Hyophila arborea (Mitt.) A. Jaeger
Bryophyta;Bryopsida;Dicranidae;Pottiales;Pottiaceae;1;Trichostomum;brachydontium;;;Bruch;Trichostomum brachydontium;6;;0;Am 1, Am 2, Am 3, Am 4, 6, Afr 1, Afr 2, Afr 3, Afr 4, As 1, As 2, As 3, As 5, Eur.;;Centro y América del Sur. Specimens. VENEZUELA. Sin. loc. Pittier 11653 MO.;;;Terrestre;Suelo;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Pottiales;Pottiaceae;1;Trichostomum;sinaloense;;;(E.B. Bartram) R.H. Zander;Trichostomum sinaloense;6;;0;Am 2, Am 3.;;;;;Terrestre;Suelo;;;;;;;;En Pittier 1936 como Hyophila microcarpa Broth
Bryophyta;Bryopsida;Dicranidae;Pottiales;Pottiaceae;0;Trichostomum;tenuirostre;;;(Hook. & Taylor) Lindb.;Trichostomum tenuirostre;6;;0;;;;;;;;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Pottiales;Pottiaceae;0;Trichostomum;tenuirostre;var. gemmiparum;;(Schimp.) R.H. Zander;Trichostomum tenuirostre var. gemmiparum;8;;0;;;;;;;;;;;;;;;Aceptado por Robinson, H. 1970 y Zander, R. H. 1993
Bryophyta;Bryopsida;Dicranidae;Pottiales;Pottiaceae;1;Trichostomum;tenuirostre;var. tenuirostre;;;Trichostomum tenuirostre var. tenuirostre;8;;0;Am 1, Am 2, Am 3, Am 4, Am 5, Afr 1, Afr 2, Afr 3, Afr 4, As 1, As 3, Eur, Oc.;;Canadá,  Estados Unidos;;;;;;;;;;;;
