division;clase;subclase;orden;familia;aceptado;genero;especie;Variedad;Subespecie;autor;Genero/Especie;nombre;clasificacion;basionimo;endemica;zona_vdw;paises_andinotropicales;distribucion_mundial;ecorregion;ecosistema;habito;sustrato;Lista Roja mundial;CategoriaIUCN;CriterioIUCN;AutorCriterio;Revision;Revisor;FechaRevision;Comentarios
Bryophyta;Bryopsida;Bryidae;Hypnales;Pterobryaceae;!;Hildebrandtiella;guyanensis;;;(Mont.) W. R. Buck;!Hildebrandtiella guyanensis (Mont.) W. R. Buck;Hildebrandtiella guyanensis;Especie;;0;Am 2, Am 3, Am 4, Am 5;;Belice, Brasil, Cuba, Puerto Rico, Colombia, Costa Rica, Ecuador, Honduras, México, Nicaragua, Panamá, Perú, Venezuela,  México,  Indias Occidentales,   América del Sur;;;Epífito;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Pterobryaceae;!;Jaegerina;scariosa;;;(Lorentz) Arzeni;!Jaegerina scariosa (Lorentz) Arzeni;Jaegerina scariosa;Especie;;0;Am 1, Am 2, Am 3, Am 4, Am 5, Afr 2.;;Florida, Cuba, Republica Dominicana, Guatemala, Costa Rica Panamá ,Venezuela, Colombia, Bolivia, Brasil;;;Epífito;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Pterobryaceae;!;Orthostichopsis;auricosta;;;(Müll. Hal.) Broth.;!Orthostichopsis auricosta (Müll. Hal.) Broth.;Orthostichopsis auricosta;Especie;;0;;;Venezuela;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Pterobryaceae;!;Orthostichopsis;praetermissa;;;Buck;!Orthostichopsis praetermissa Buck;Orthostichopsis praetermissa;Especie;;0;Am 2, Am 3, Am 4, Am 5;;Venezuela,  Colombia,  Ecuador,  Bolivia,  Perú,  Argentina;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Pterobryaceae;!;Orthostichopsis;tetragona;;;(Hedw.) Broth.;!Orthostichopsis tetragona (Hedw.) Broth.;Orthostichopsis tetragona;Especie;;0;Am 2, Am 3, Am 4, Am 5, As 2.;;Venezuela,  Colombia,  Ecuador;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Pterobryaceae;!;Pireella;angustifolia;;;(Müll. Hal.) Arzeni;!Pireella angustifolia (Müll. Hal.) Arzeni;Pireella angustifolia;Especie;;0;Am 2, Am 3, Am 4, Am 5;;Venezuela,  Colombia,  Ecuador. Infrequent,  at 50-2115 m Venezuela: 100-870 m,  Colombia: 50-2115 m,  Ecuador: 300-1000 m. Widespread in the Indias Occidentales and América Central,  apparently rather rare in northern América del Sur.;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Pterobryaceae;!;Pireella;cymbifolia;;;(Sull.) Cardot;!Pireella cymbifolia (Sull.) Cardot;Pireella cymbifolia;Especie;;0;Am 1, Am 2, Am 3, Am 4;;Venezuela,  Colombia. Ecuador;;;Epífito, Saxícola;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Pterobryaceae;!;Pireella;husnotiana;;;(Besch.) Cardot;!Pireella husnotiana (Besch.) Cardot;Pireella husnotiana;Especie;;0;;;Venezuela;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Pterobryaceae;!;Pireella;pohlii;;;(Schwägr.) Cardot;!Pireella pohlii (Schwägr.) Cardot;Pireella pohlii;Especie;;0;Am 1, Am 2, Am 4, Am 5.;;Venezuela,  Colombia,  Ecuador,  Bolivia,  Perú;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Pterobryaceae;!;Pterobryon;densum;;;Hornsch.;!Pterobryon densum Hornsch.;Pterobryon densum;Especie;;0;Am 2, Am 3, Am 4, Am 5;;Venezuela,  Colombia,  Ecuador,  Bolivia,  Argentina;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Pterobryaceae;!;Pterobryon;excelsum;;;Müll. Hal;!Pterobryon excelsum Müll. Hal;Pterobryon excelsum;Especie;;0;;;;;;;;Colombia;VU;D2;Linares & Uribe 2002;;;;
Bryophyta;Bryopsida;Dicranidae;Grimmiales;Ptychomitriaceae;!;Pterobryopsis;mexicana;;;(Renauld & Cardot) M. Fleisch.;!Pterobryopsis mexicana (Renauld & Cardot) M. Fleisch.;Pterobryopsis mexicana;Especie;;0;;;;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnodendrales;Racopilaceae;!;Campylostelium;venezuelanum;;;Dozy & Molk;!Campylostelium venezuelanum Dozy & Molk;Campylostelium venezuelanum;Especie;;1;Am 4.;Venezuela;;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnodendrales;Racopilaceae;!;Racopilum;intermedium;;;Hampe;!Racopilum intermedium Hampe;Racopilum intermedium;Especie;;0;Am 4.;Venezuela, Colombia, Ecuador, Peru y Bolivia;Venezuela, Perú, Bolivia, Ecuador, Colombia, Nicaragua. At elevations from 1695-3100 m (Venezuela: 3000-3100 m, Colombia: 1600-3000 m, Ecuador: 1650-2320 m, Peru: 1450-3000 m, Bolivia: 2000-2650 m). Venezuela to Peru, and possibly Bolivia.(Trópicos A);;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hedwigiales;Rhacocarpaceae;!;Racopilum;tomentosum;;;(Hedw.) Brid.;!Racopilum tomentosum (Hedw.) Brid.;Racopilum tomentosum;Especie;;0;Am 1, Am 2, Am 3, Am 4, Am 5, Am 6;;Venezuela,  Colombia,  Ecuador,  Bolivia,  Argentina,  Perú;;;Terrestre, Saxícola, Epífito;Suelo, Roca, Base de tronco;;;;;;;;En Pittier 1936 Rhacopilum tomentosum (Sw.) Brid.
Bryophyta;Bryopsida;Bryidae;Rhizogonales;Rhizogoniaceae;!;Rhacocarpus;purpurascens;;;(Brid.) Paris;!Rhacocarpus purpurascens (Brid.) Paris;Rhacocarpus purpurascens;Especie;;0;Am 2, Am 3, Am 4, Am 5, Am 6, Afr 2, Afr 3, Austr 1, Austr 2.;;Venezuela,  Ecuador, Colombia, Perú, Bolivia, Costa Rica;;;;;;;;;;;;En Churchill et al 2000, Griffin III 1999 y Moreno 1990 como de Rhacocarpus rivularis (Müll. Hal.) Paris
Bryophyta;Bryopsida;Bryidae;Rhizogonales;Rhizogoniaceae;!;Leptotheca;boliviana;;;Herzog;!Leptotheca boliviana Herzog;Leptotheca boliviana;Especie;;0;Am 2, Am 3, Am 4;;Venezuela,  Colombia,  Ecuador,  Bolivia,  Perú;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Rhizogonales;Rhizogoniaceae;!;Pyrrhobryum;mnioides;;;(Hook.) Wilson;!Pyrrhobryum mnioides (Hook.) Wilson;Pyrrhobryum mnioides;Especie;;0;Am 2, Am 4, Am 6, Austr 1, Austr 2.;;Colombia, Venezuela, Ecuador,  Bolivia. Venezuela  1500-3670 mts,;;;Terrestre;Suelo, Humus;;;;;;;;En Griffin III 1977c como Rhizogonium mnioides (Hook.) Wilson
Bryophyta;Bryopsida;Bryidae;Rhizogonales;Rhizogoniaceae;!;Pyrrhobryum;spiniforme;;;(Hedw.) Mitt.;!Pyrrhobryum spiniforme (Hedw.) Mitt.;Pyrrhobryum spiniforme;Especie;;0;Am 1, Am 2, Am 3, Am 4, Am 5, Am 6, Afr 2, Afr 3, Afr 4, As 2, As 3, As 4, Austr 1, Austr 2, Oc.;;Venezuela,  Colombia,  Ecuador,  Bolivia,  Perú;;;Epífito;Madera en descomposición;;;;;;;;En Pittier 1936 como Pyrrhobryum spiniforme (Hedw.) Mitt.
Bryophyta;Bryopsida;Bryidae;Rhizogonales;Rhizogoniaceae;!;Rhizogonium;lindigii;;;(Hampe) Mitt.;!Rhizogonium lindigii (Hampe) Mitt.;Rhizogonium lindigii;Especie;;0;;;;;;Terrestre, Saxícola;Suelo arenoso, Roca;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Rigodiaceae;!;Rhizogonium;novae-hollandiae;;;(Brid.) Brid.;!Rhizogonium novae-hollandiae (Brid.) Brid.;Rhizogonium novae-hollandiae;Especie;;0;Am 2, Am 4, Am 6, As 2, Austr 1, Austr 2.;;Venezuela,  Colombia,  Ecuador,  Bolivia,  Perú;;;Terrestre;Talud;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Grimmiales;Seligeraceae;!;Rigodium;toxarion;;;(Schwägr.) A. Jaeger;!Rigodium toxarion (Schwägr.) A. Jaeger;Rigodium toxarion;Especie;;0;Am 2, Am 3, Am 4, Am 5, Am 6, Afr 2, Afr 3, Afr 4.;;Costa Rica,  Colombia. Venezuela,  Perú,  Bolivia,  Ecuador. Venezuela 2750-3600 mts;;;;;;;;;;;;En Pittier 1936 como Rigodium solutum (Taylor) Paris
Bryophyta;Bryopsida;Bryidae;Hypnales;Sematophyllaceae;!;Blindia;magellanica;;;Schimp.;!Blindia magellanica Schimp.;Blindia magellanica;Especie;;0;Am 4, Am 5, Am 6, Afr 4, As 4, Austr 1, Austr 2.;;Venezuela,  Colombia,  Ecuador,  Bolivia;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Sematophyllaceae;!;Acroporium;esmeraldicum;;;(Müll. Hal.) W. R. Buck;!Acroporium esmeraldicum (Müll. Hal.) W. R. Buck;Acroporium esmeraldicum;Especie;;0;Am 4.;Venezuela, Ecuador y Bolivia;"Venezuela, Bolivia,  Ecuador. Ecuador  High montane cloud forest and shrubby páramo and puna; epiphytic,  on trunks and branches of treelets and shrubs. Tropical Andes,  at elevations from 2930-3700 m Venezuela: 2930-3700 m,  Ecuador: ? m,  Bolivia: 3050-3440 m.";;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Sematophyllaceae;!;Acroporium;estrellae;;;(Müll. Hal) W.R. Buck & Schälp;!Acroporium estrellae (Müll. Hal) W.R. Buck & Schälp;Acroporium estrellae;Especie;;0;Am 2, Am 3, Am 4, Am 5.;;Venezuela,  Colombia,  Ecuador,  Bolivia,  Perú;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Sematophyllaceae;!;Acroporium;pungens;;;(Hedw.) Broth.;!Acroporium pungens (Hedw.) Broth.;Acroporium pungens;Especie;;0;Am 2, Am 3, Am 4, Am 5.;;Venezuela,  Colombia,  Ecuador,  Bolivia,  Perú;;;Epífito;Rama, Tronco;;;;;;;;En Pittier 1936 como Sematophyllum pungens (Hedw.) Mitt.
Bryophyta;Bryopsida;Bryidae;Hypnales;Sematophyllaceae;!;Aptychella;proligera;;;(Broth.) Herzog;!Aptychella proligera (Broth.) Herzog;Aptychella proligera;Especie;;0;Am 2, Am 3, Am 4, Am 5.;;Colombia, Ecuador , Venezuela,  Bolivia,  Perú. Ecuador  2940-3750 mts;;;Epífito;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Sematophyllaceae;!;Clastobryum;pungens;;;(Müll. Hal.) Tixier;!Clastobryum pungens (Müll. Hal.) Tixier;Clastobryum pungens;Especie;;0;;;;;;;;;;;;;;;En Pittier 1936 como Schraderella pungens Müll. Hal.
Bryophyta;Bryopsida;Bryidae;Hypnales;Sematophyllaceae;!;Colobodontium;vulpinum;;;(Mont.) S. P. Churchill & W. R. Buck;!Colobodontium vulpinum (Mont.) S. P. Churchill & W. R. Buck;Colobodontium vulpinum;Especie;;0;Am 4, Am 5.;;Brasil, Colombia, Ecuador, Perú, Surinam, Venezuela;;;;;;;;;;;;En Pursell 1973 como Potamium vulpinum (Mont.) Mitt.
Bryophyta;Bryopsida;Bryidae;Hypnales;Sematophyllaceae;!;Meiothecium;boryanum;;;(Müll. Hal.) Mitt.;!Meiothecium boryanum (Müll. Hal.) Mitt.;Meiothecium boryanum;Especie;;0;Am 3, Am 4, Am 5;;;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Sematophyllaceae;!;Meiothecium;revolubile;;;Mitt.;!Meiothecium revolubile Mitt.;Meiothecium revolubile;Especie;;0;Am 4.;Venezuela y Colombia;;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Sematophyllaceae;!;Pterogonidium;pulchellum;;;(Hook.) Müll. Hal.;!Pterogonidium pulchellum (Hook.) Müll. Hal.;Pterogonidium pulchellum;Especie;;0;Am 2, Am 3, Am 4, Am 5.;;Venezuela,  Colombia,  Ecuador,  Bolivia,  Perú;;;;;;;;;;;;En Pittier 1936 como Pterogonidium casiquiariense (Spruce ex Mitt.) Broth.
Bryophyta;Bryopsida;Bryidae;Hypnales;Sematophyllaceae;!;Rhaphidorrhynchium;amoenum;;;(Hedw.) M. Fleisch.;!Rhaphidorrhynchium amoenum (Hedw.) M. Fleisch.;Rhaphidorrhynchium amoenum;Especie;;0;;;;;;;;;;;;;;;En Pittier 1936 como Sematophyllum amoenum (Hedw.) Mitt.
Bryophyta;Bryopsida;Bryidae;Hypnales;Sematophyllaceae;!;Rhaphidorrhynchium;decurvifolium;;;(Mitt.) Broth.;!Rhaphidorrhynchium decurvifolium (Mitt.) Broth.;Rhaphidorrhynchium decurvifolium;Especie;;0;;;;;;;;;;;;;;;Como Sematophyllum decurvifolium Mitt. en Churchill & al 2000
Bryophyta;Bryopsida;Bryidae;Hypnales;Sematophyllaceae;!;Rhaphidorrhynchium;oblique-rostratum;;;(Mitt.) Broth.;!Rhaphidorrhynchium oblique-rostratum (Mitt.) Broth.;Rhaphidorrhynchium oblique-rostratum;Especie;;0;;;;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Sematophyllaceae;!;Rhaphidorrhynchium;sanguisetum;;;(Müll. Hal.) Broth.;!Rhaphidorrhynchium sanguisetum (Müll. Hal.) Broth.;Rhaphidorrhynchium sanguisetum;Especie;;1;Am 4.;Venezuela;Venezuela;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Sematophyllaceae;!;Rhaphidorrhynchium;trichostegum;;;(Müll. Hal.) Broth.;!Rhaphidorrhynchium trichostegum (Müll. Hal.) Broth.;Rhaphidorrhynchium trichostegum;Especie;;1;Am 4.;Venezuela;Venezuela;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Sematophyllaceae;!;Rhaphidostichum;elegans;;;H. Rob.;!Rhaphidostichum elegans H. Rob.;Rhaphidostichum elegans;Especie;;1;Am 4.;Venezuela;Venezuela;;;;;Venezuela;VU;D2;León et al. 2013a;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Sematophyllaceae;!;Sematophyllum;adnatum;;;(Michx) E. Britton;!Sematophyllum adnatum (Michx) E. Britton;Sematophyllum adnatum;Especie;;0;Am 1, Am 2, Am 3, Am 4, Am 5;;;;;;;;;;;;;;En Pittier 1936 como Sematophyllum constrictum Mitt.
Bryophyta;Bryopsida;Bryidae;Hypnales;Sematophyllaceae;!;Sematophyllum;aureosulfureum;;;(Müll. Hal.) Broth.;!Sematophyllum aureosulfureum (Müll. Hal.) Broth.;Sematophyllum aureosulfureum;Especie;;0;Am 4.;Venezuela y Colombia;Colombia, Perú , Colombia. Infrequent, at elevations from 2650-3690 m (Venezuela: 3400 m, Colombia: 2650-3690 m).;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Sematophyllaceae;!;Sematophyllum;chlorocormum;;;(Müll. Hal.) W. R. Buck, S. P. Churchill & I. Sastre;!Sematophyllum chlorocormum (Müll. Hal.) W. R. Buck, S. P. Churchill & I. Sastre;Sematophyllum chlorocormum;Especie;;0;Am 4.;Colombia, Bolivia y Venezuela.;Venezuela;Andes;;Saxícola;;;;;;;;;Sobre afloramientos rocosos al lado de una quebrada.
Bryophyta;Bryopsida;Bryidae;Hypnales;Sematophyllaceae;!;Sematophyllum;chrysostegum;;;(Müll. Hal.) Mitt.;!Sematophyllum chrysostegum (Müll. Hal.) Mitt.;Sematophyllum chrysostegum;Especie;;0;Am 4.;Venezuela, Colombia y Bolivia;Venezuela,  Colombia y Bolivia;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Sematophyllaceae;!;Sematophyllum;cuspidiferum;;;Mitt.;!Sematophyllum cuspidiferum Mitt.;Sematophyllum cuspidiferum;Especie;;0;Am 2, Am 3, Am 4.;;Venezuela,  Colombia,  Ecuador,  Bolivia;;;Saxícola;Roca;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Sematophyllaceae;!;Sematophyllum;cyparissoides;;;(Hornsch.) R.S. Williams;!Sematophyllum cyparissoides (Hornsch.) R.S. Williams;Sematophyllum cyparissoides;Especie;;0;Am 4, Am 5.;;Venezuela,  Colombia;;;Epífito;Tronco;;;;;;;;En Moreno 1990 y Robinson 1967 como Rhaphidorrhynchium cyparissoides (Hornsch.) Broth. En tronco de la Selva Húmeda
Bryophyta;Bryopsida;Bryidae;Hypnales;Sematophyllaceae;!;Sematophyllum;decumbens;;;Mitt.;!Sematophyllum decumbens Mitt.;Sematophyllum decumbens;Especie;;0;Am 2, Am 4, Am 5.;;;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Sematophyllaceae;!;Sematophyllum;erythropodium;;;Mitt.;!Sematophyllum erythropodium Mitt.;Sematophyllum erythropodium;Especie;;0;Am 4.;;Colombia, Venezuela;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Sematophyllaceae;!;Sematophyllum;flaccidifolium;;;(Müll. Hal.) Mitt.;!Sematophyllum flaccidifolium (Müll. Hal.) Mitt.;Sematophyllum flaccidifolium;Especie;;0;Am 4, Am 5.;;;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Sematophyllaceae;!;Sematophyllum;flavidum;;;Mitt.;!Sematophyllum flavidum Mitt.;Sematophyllum flavidum;Especie;;0;;;;;;;;Colombia;VU;D2;Linares & Uribe 2002;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Sematopyllaceae;!;Sematophyllum;galipense;;;(Müll. Hal.) Mitt.;!Sematophyllum galipense (Müll. Hal.) Mitt.;Sematophyllum galipense;Especie;;0;Am 2, Am 3, Am 4, Am 5.;;Belice, Bolivia, Brasil, República Dominicana, Jamaica, Guatemala, Nicaragua, Islas de Barlovento, Puerto Rico, Colombia, Ecuador, Honduras, México, Panamá, Paraguay, Perú, Surinam, Venezuela;;;Epífito, Saxícola;Tronco, Roca;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Sematophyllaceae;!;Sematophyllum;lithophilum;;;(Hornsch.) Ångström;!Sematophyllum lithophilum (Hornsch.) Ångström;Sematophyllum lithophilum;Especie;;0;;;;;;Epífito;Tronco;;;;;;;;En Pittier 1936 como Sematophyllum loxense var. lithophilum (Hornsch.) Lindb.
Bryophyta;Bryopsida;Bryidae;Hypnales;Sematophyllaceae;!;Sematophyllum;lonchophyllum;;;(Mont.) J. Florsch.;!Sematophyllum lonchophyllum (Mont.) J. Florsch.;Sematophyllum lonchophyllum;Especie;;0;Am 4, Am 5.;;Venezuela,  Colombia,  Bolivia;;;;;;;;;;;;En Churchill et al. 2000 y Tropicos como de Potamium lonchophyllum (Mont.) Mitt)
Bryophyta;Bryopsida;Bryidae;Hypnales;Sematophyllaceae;;Sematophyllum;loxense;;;(Hook.) Mitt.;Sematophyllum loxense (Hook.) Mitt.;Sematophyllum loxense;Especie;;0;Am 2, Am 3, Am 4, Am 5;;Colombia Ecuador , Venezuela,  Bolivia. At elevations from 1170-3000 m Venezuela: ? m,  Colombia: 1170-2120 m,  Bolivia: 1200-3000 m. Tropical Andes.;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Sematophyllaceae;!;Sematophyllum;pacimoniense;;;(Mitt.) J. Florsch.;!Sematophyllum pacimoniense (Mitt.) J. Florsch.;Sematophyllum pacimoniense;Especie;;0;Am 4, Am 5.;;Brasil,  Colombia,  Surinam;;;;;;;;;;;;En Pittier 1936 como Potamium pacimoniense Spruce ex Mitt.
Bryophyta;Bryopsida;Bryidae;Hypnales;Sematophyllaceae;!;Sematophyllum;subpinnatum;;;(Brid.) Britt.;!Sematophyllum subpinnatum (Brid.) Britt.;Sematophyllum subpinnatum;Especie;;0;Am 1, Am 2, Am 3, Am 4, Am 5, Afr 2, Afr 3.;;Neotrópico;;;Lignícola, Epífito;Madera en descomposición, Bejuco;;;;;;;;En Pittier 1936, Sematophyllum caespitosum Mitt. 
Bryophyta;Bryopsida;Bryidae;Hypnales;Sematophyllaceae;!;Sematophyllum;subscabrum;;;(Müll. Hal.) Mitt.;!Sematophyllum subscabrum (Müll. Hal.) Mitt.;Sematophyllum subscabrum;Especie;;0;Am 4.;Venezuela, Colombia y Perú;Colombia y Costa Rica;;;;;;;;;;;;En Pittier 1936 como Rhaphidorrhynchium subscabrum (Müll. Hal.) Broth / Delgadillo et al. 1995 como Rhaphidorrhynchium subscabrum (Müll. Hal.) Broth.)
Bryophyta;Bryopsida;Bryidae;Hypnales;Sematophyllaceae;!;Sematophyllum;subsimplex;;;(Hedw.) Mitt.;!Sematophyllum subsimplex (Hedw.) Mitt.;Sematophyllum subsimplex;Especie;;0;Am 2, Am 3, Am 4, Am 5, Am 6;;Venezuela,  Colombia,  Ecuador,  Bolivia,  Perú;;;Lignícola, Saxícola;Madera en descomposición, Roca;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Sematophyllaceae;!;Sematophyllum;swartzii;;;(Schwägr.) Welch & H.A. Crum;!Sematophyllum swartzii (Schwägr.) Welch & H.A. Crum;Sematophyllum swartzii;Especie;;0;Am 2, Am 3, Am 4.;;Venezuela,  Colombia,  Ecuador,  Bolivia,  Perú;;;;;;;;;;;;En Pittier 1936, como Sematophyllum obliquerostratum Mitt. 
Bryophyta;Bryopsida;Bryidae;Hypnales;Sematophyllaceae;!;Sematophyllum;tequendamense;;;(Hampe) Mitt.;!Sematophyllum tequendamense (Hampe) Mitt.;Sematophyllum tequendamense;Especie;;0;Am 4.;Venezuela, Colombia y Perú;Colombia, Perú, Venezuela;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Sematophyllaceae;!;Taxithelium;planum;;;(Brid.) Mitt.;!Taxithelium planum (Brid.) Mitt.;Taxithelium planum;Especie;;0;Am 1, Am 2, Am 3, Am 4, Am 5, Afr 2.;;Venezuela,  Colombia,  Ecuador,  Bolivia,  Perú;;;Epífito, Saxícola, Lignícola;Base de árbol, Roca, Madera en descomposición;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Sematophyllaceae;!;Trichosteleum;arrectum;;;(Mitt.) A. Jaeger;!Trichosteleum arrectum (Mitt.) A. Jaeger;Trichosteleum arrectum;Especie;;0;Am 4, Am 5.;;Colombia, Brasil, Venezuela, Bolivia;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Sematophyllaceae;!;Trichosteleum;bolivarense;;;H. Rob.;!Trichosteleum bolivarense H. Rob.;Trichosteleum bolivarense;Especie;;0;;;;;;Epífito;Rama, Arbol;Venezuela;VU;D2;León et al. 2013a;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Sematophyllaceae;;Trichosteleum;fluviale;;;(Mitt.) A. Jaeger;Trichosteleum fluviale (Mitt.) A. Jaeger;Trichosteleum fluviale;Especie;;0;Am 2, Am 4.;;Venezuela,  Colombia,  Bolivia,  Perú;;;Epífito;Base de tronco, Arbol;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Sematophyllaceae;!;Trichosteleum;glaziovii;;;(Hampe) W.R. Buck;!Trichosteleum glaziovii (Hampe) W.R. Buck;Trichosteleum glaziovii;Especie;;0;;;;;;Lignícola;Madera en descomposición;;;;;;;;En Pittier 1936, Sematophyllum glaziovii (Hampe) O. Yano. En troncos podridos de la Selva Nublada
Bryophyta;Bryopsida;Bryidae;Hypnales;Sematophyllaceae;!;Trichosteleum;inundatum;;;(Mitt.) A. Jaeger;!Trichosteleum inundatum (Mitt.) A. Jaeger;Trichosteleum inundatum;Especie;;0;Am 4, Am 5.;;Brasil, Venezuela;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Sematophyllaceae;!;Trichosteleum;papillosissimum;;;(Hampe) Broth.;!Trichosteleum papillosissimum (Hampe) Broth.;Trichosteleum papillosissimum;Especie;;0;;;;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Sematophyllaceae;!;Trichosteleum;papillosum;;;(Hornsch.) A. Jaeger;!Trichosteleum papillosum (Hornsch.) A. Jaeger;Trichosteleum papillosum;Especie;;0;Am 4, Am 5, Afr 2.;;Bolivia, Brasil, Colombia, Ecuador, Guayana Francesa, Guyana, Perú, Surinam, Venezuela;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Sematophyllaceae;!;Trichosteleum;schlimii;;;(Müll. Hal.) R. S. Williams;!Trichosteleum schlimii (Müll. Hal.) R. S. Williams;Trichosteleum schlimii;Especie;;0;Am 4, Am 5.;;Colombia;;;Lignícola;Madera en descomposición;;;;;;;;En Pittier 1936, como Sematophyllum schlimii (Müll. Hal.) Mitt.
Bryophyta;Bryopsida;Bryidae;Hypnales;Sematophyllaceae;!;Trichosteleum;sentosum;;;(Sull.) A. Jaeger;!Trichosteleum sentosum (Sull.) A. Jaeger;Trichosteleum sentosum;Especie;;0;Am 3, Am 4, Am 5.;;Belice,  Brasil,  Puerto Rico, Colombia,  Colombia,  Trinidad y Tobago,  Honduras,  Panamá,  Jamaica,  Nicaragua;;;;;;;;;;;;En bosque enano enmarañado y musgoso
Bryophyta;Bryopsida;Bryidae;Hypnales;Sematophyllaceae;!;Trichosteleum;vincentinum;;;(Mitt.) A. Jaeger;!Trichosteleum vincentinum (Mitt.) A. Jaeger;Trichosteleum vincentinum;Especie;;0;Am 3, Am 4.;;;;;Lignícola;Madera en descomposición;;;;;;;;
 Bryophyta;Bryopsida;Bryidae;Hypnales;Sematophyllaceae;!;Wijkia;alstonii;;;(E.B. Bartram) Ireland;!Wijkia alstonii (E.B. Bartram) Ireland;Wijkia alstonii;Especie;;1;Am 4.;Venezuela;;;;;;Venezuela;CR;A2c B2b iii;León et al. 2013a;;;;
 Bryophyta;Bryopsida;Bryidae;Hypnales;Sematophyllaceae;!;Sphagnum;alegrense;;;Warnst.;!Sphagnum alegrense Warnst.;Sphagnum alegrense;Especie;;0;Am 4, Am 5.;;Guadalupe, Dominica, Brasil y Venezuela;;;;;;;;;;;;En tropicos.org reportada para Austria, Canadá, China, Colombia, Checoslovakia, Finlandia, Alemania, Groenlandia, España, Estados Unidos.
Bryophyta;Sphagnopsida;;Sphagnales;Sphagnaceae;!;Sphagnum;capillifolium;;;(Ehrh.) Hedw.;!Sphagnum capillifolium (Ehrh.) Hedw.;Sphagnum capillifolium;Especie;;0;;;Austria, Brasil, Canadá, Chile, Costa Rica, China, Colombia, Ecuador, Alemania, Suecia, Estados Unidos, Venezuela.;;;Terrestre;Suelo;;;;;;;;En Griffin III 1977c como Sphagnum capillaceum (F.W. Weiss) Schrank 
Bryophyta;Sphagnopsida;;Sphagnales;Sphagnaceae;!;Sphagnum;capillifolium;var. tenellum;;(Schimp) H. A. Crum;!Sphagnum capillifolium var. tenellum (Schimp) H. A. Crum;Sphagnum capillifolium var. tenellum;Variedad;;0;;;Canadá,  China,  Checoslovaquia,  Alemania,  Irlanda,  Estados Unidos,  Groenlandia,  Mongolia;;;;;;;;;!Sphagnum capillifolium var. tenellum (Schimp) H. A. Crum Nombre aceptado por Crum 1995 Contri. Univ. Mich. Herb. 11(2): 90.;Ussher M. S. (MERC) ;2012-12-06;
