division;clase;subclase;orden;familia;aceptado;genero;especie;Variedad;Subespecie;autor;Genero/Especie;nombre;clasificacion;basionimo;endemica;zona_vdw;paises_andinotropicales;distribucion_mundial;ecorregion;ecosistema;habito;sustrato;Lista Roja mundial;CategoriaIUCN;CriterioIUCN;AutorCriterio;Revision;Revisor;FechaRevision;Comentarios
Bryophyta;Bryopsida;Dicranidae;Dicranales;Fissidentaceae;!;Fissidens;curvatus;;;Hornsch;!Fissidens curvatus Hornsch;Fissidens curvatus;Especie;;0;Am 1, Am 2, Am 3, Am 4, Afr 4, As 3, AS 4, Austr 1, Eur.;;Republica Dominicana, Colombia, Ecuador, Brasil, Bolivia, Chile, Perú, Argentina, Venezuela;;;Terrestre;Suelo;;;;;;;;Crece sobre suelo, a menudo a lo largo de los arroyos
Bryophyta;Bryopsida;Dicranidae;Dicranales;Fissidentaceae;!;Fissidens;dissitifolius;;;Sull.;!Fissidens dissitifolius Sull.;Fissidens dissitifolius;Especie;;0;Am 2, Am 3, Am 4.;;;;;Terrestre, Saxícola, Acuático;Suelo, Roca calcárea #;;;;;;;;Crece sobre suelo húmedo, rocas igneas y calizas, a menudo Acuáticos
Bryophyta;Bryopsida;Dicranidae;Dicranales;Fissidentaceae;!;Fissidens;elegans;;;Brid.;!Fissidens elegans Brid.;Fissidens elegans;Especie;;0;Am 2, Am 3, Am 4, Am 5;;Costa del Golfo de Estados Unidos,  México, Colombia, América del Sur y las Indias Occidentales;;;Terrestre, Lignícola;Suelo, Madera en descomposición;;;;;;;;En Pittier 1936 como Fissidens mollis Mitt.
Bryophyta;Bryopsida;Dicranidae;Dicranales;Fissidentaceae;!;Fissidens;flaccidus;;;Mitt.;!Fissidens flaccidus Mitt.;Fissidens flaccidus;Especie;;0;Am 2, Am 3, Am 4, Am 5, Am 6,  Afr 2, Afr 3.;;México, Colombia, América Central,  Indias Occidentales,  América del Sur;;;Terrestre, Lignícola, Epífito, Saxícola;Suelo, Madera en descomposición, Tronco, Roca;;;;;Fissidens flaccidus Mitt. Nombre aceptado por Pursell 2007 Fl. Neotrop. 101: 236. ;Ussher, M. S. (MERC) ;2011-10-25;En Pursell 1973 como Fissidens molli Mitt. Crece sobre suelo húmedo, madera podrida, troncos de los árboles, rocas, roca mojada, en troncos
Bryophyta;Bryopsida;Dicranidae;Dicranales;Fissidentaceae;!;Fissidens;gardneri;;;Mitt.;!Fissidens gardneri Mitt.;Fissidens gardneri;Especie;;0;Am 4, Am 5.;;México, Costa Rica, Venezuela, Brasil;;;Epífito;Tronco, Arbol;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Dicranales;Fissidentaceae;!;Fissidens;goyazensis;;;Broth.;!Fissidens goyazensis Broth.;Fissidens goyazensis;Especie;;0;Am 2, Am 4, Am 5.;;;;;Terrestre, Saxícola;Suelo, Roca;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Dicranales;Fissidentaceae;!;Fissidens;guianensis;;;Mont.;!Fissidens guianensis Mont.;Fissidens guianensis;Especie;;0;;;;;;;;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Dicranales;Fissidentaceae;!;Fissidens;guianensis;var. guianensis;;;!Fissidens guianensis var. guianensis ;Fissidens guianensis var. guianensis;Variedad;;0;Am 4, Am 5.;Bolivia, Perú;Bolivia,  Brasil,  Costa Rica,  Honduras,  Puerto Rico, Colombia,  Colombia,  Guyana Francesa,  Panamá,  Perú y Surinam;;;Terrestre, Epífito, Lignícola, Saxícola,;Suelo, Base de tronco,  Arbol, Raíz, Madera en descomposición, Roca;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Dicranales;Fissidentaceae;!;Fissidens;inaequalis;;;Mitt.;!Fissidens inaequalis Mitt.;Fissidens inaequalis;Especie;;0;Am 3, Am 4, Am 5.;;;;;Lignícola, Saxícola, Epfito;Madera en descomposición, Roca, Raíz;;;;;;;;En Pittier 1936 como Fissidens latiusculus (C. Mull) Broth.
Bryophyta;Bryopsida;Dicranidae;Dicranales;Fissidentaceae;!;Fissidens;inclinis;;;Müll. Hal.;!Fissidens inclinis Müll. Hal.;Fissidens inclinis;Especie;;1;Am 4.;Venezuela;;;;;;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Dicranales;Fissidentaceae;!;Fissidens;intramarginatus;;;(Hampe) Jaeger;!Fissidens intramarginatus (Hampe) Jaeger;Fissidens intramarginatus;Especie;;0;Am 4.;Venezuela, Colombia, Ecuador, Perú y Bolivia;México, Colombia, América Central,  Indias Occidentales,  América del Sur;;;Terrestre, Saxícola, Epífito;Suelo, Roca, Base de tronco;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Dicranales;Fissidentaceae;!;Fissidens;lagenarius;var. lagenarius;;;!Fissidens lagenarius var. lagenarius ;Fissidens lagenarius var. lagenarius;Variedad;;0;;;México, Colombia, América Central,  América del Sur;;;Epífito , Lignícola;Rama, Tronco, Madera en descomposición;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Dicranales;Fissidentaceae;!;Fissidens;lagenarius;var. muriculatus;;(Spruce ex Mitt.) Pursell;!Fissidens lagenarius var. muriculatus (Spruce ex Mitt.) Pursell;Fissidens lagenarius var. muriculatus;Variedad;;0;Am 2, Am 3, Am 4, Am 5;;"Guatemala; Brasil; Indias Occidentales";;;Epífito, Lignícola;Rama, Tocón, Madera en descomposición;;;;;Fissidens lagenarius var. muriculatus (Spruce ex Mitt.) Pursell  Nombre aceptado por Pursell 2007 Fl. Neotrop. 101: 181.;Ussher, M. S. (MERC) ;2011-10-24;En Pursell 1973 como Fissidens diplodus Mitt.  
Bryophyta;Bryopsida;Dicranidae;Dicranales;Fissidentaceae;!;Fissidens;leptophyllus;;;Mont;!Fissidens leptophyllus Mont;Fissidens leptophyllus;Especie;;0;;;América Central,  América del Sur;;;Epífito, Lignícola, Saxícola, Terrestre;Rama, Corteza, Raíz, Madera en descomposición, Roca, Suelo;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Dicranales;Fissidentaceae;!;Fissidens;lindbergii;;;A. Jaeger;!Fissidens lindbergii A. Jaeger;Fissidens lindbergii;Especie;;0;;;Venezuela,  Trinidad,  Ecuador,  Brasil,  Paraguay;;;Terrestre, Epífito;Suelo, Muro;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Dicranales;Fissidentaceae;!;Fissidens;neglectus;;;H. A. Crum;!Fissidens neglectus H. A. Crum;Fissidens neglectus;Especie;;0;Am 2, Am 4.;;México, Colombia, América Central,  Indias Occidentales,  América del Sur;;;Terrestre, Saxícola, Epífito;Suelo, Roca, Raíz;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Dicranales;Fissidentaceae;!;Fissidens;oblongifolius;;;Hook. f. & Wilson;!Fissidens oblongifolius Hook. f. & Wilson;Fissidens oblongifolius;Especie;;0;;;México, Colombia, América Central,  América del Sur;;;Terrestre, Epífito, Lignícola, Saxícola;Suelo, Raíz, Madera en descomposición, Roca;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Dicranales;Fissidentaceae;!;Fissidens;oblongifolius;;;Hook. f. & Wilson;!Fissidens oblongifolius Hook. f. & Wilson;Fissidens oblongifolius;Especie;;0;;Venezuela;Belice, Comoro, Cuba, República Dominicana, Jamaica, Islas de Barlovento Island, Puerto Rico, Chile, China, Fiyi, Guyana Francesa, Guyana, México, Nueva Caledonia, Surinam, Venezuela;;;Terrestre, Epífito, Lignícola, Saxícola;Suelo, Tronco, Madera en descomposición, Roca;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Dicranales;Fissidentaceae;!;Fissidens;ornatus;;;Herzog;!Fissidens ornatus Herzog;Fissidens ornatus;Especie;;0;Am 4, Am 5.;;;;;Terrestre, Epífito, Saxícola;Suelo, Base de tronco, Roca;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Dicranales;Fissidentaceae;!;Fissidens;ovatifolius;;;R. Ruthe;!Fissidens ovatifolius R. Ruthe;Fissidens ovatifolius;Especie;;0;;;;;;;;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Dicranales;Fissidentaceae;!;Fissidens;pallidinervis;;;Mitt.;!Fissidens pallidinervis Mitt.;Fissidens pallidinervis;Especie;;0;;;México, Colombia, América Central,  Indias Occidentales,  América del Sur;;;Epífito, Lignícola, Terrestre;Corteza, Arbol, Madera en descomposición, Suelo;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Dicranales;Fissidentaceae;!;Fissidens;palmatus;;;Hedw;!Fissidens palmatus Hedw;Fissidens palmatus;Especie;;0;Am 2, Am 3, Am 4, Am 5;;Indias Occidentales,  México, Colombia, Centro América,  Surinam;;;Terrestre, Saxícola;Suelo, roca caliza;;;;;Fissidens palmatus Hedw Nombre aceptado por Pursell 2007 Fl. Neotrop. 101: 246. ;Ussher, M. S. (MERC) ;2011-10-26; En Pursell 1973 como Fissidens reticulosus (Müll. Hal.) Mitt. 
Bryophyta;Bryopsida;Dicranidae;Dicranales;Fissidentaceae;!;Fissidens;pellucidus;;;Hornsch;!Fissidens pellucidus Hornsch;Fissidens pellucidus;Especie;;0;;Boliva, Colombia, Ecuador, Perú, Venezuela;Belice, Bolivia, Brasil, Puerto Rico, Trinidad y Tobago, China, Colombia, Costa Rica, Ecuador, Guyana Francesa, Gabón, Honduras, Madagascar, Panamá, Perú Singapur, Surinam, Estados Unidos, Venezuela;;;;;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Dicranales;Fissidentaceae;!;Fissidens;pellucidus;var. papilliferus;;(Broth.) Pursell;!Fissidens pellucidus var. papilliferus (Broth.) Pursell;Fissidens pellucidus var. papilliferus;Variedad;;0;Am 4, Am 5.;;;;;Terrestre, Lignícola, Epífito;Suelo, Madera en descomposición, Corteza;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Dicranales;Fissidentaceae;!;Fissidens;pellucidus;var. pellucidus;;;!Fissidens pellucidus var. pellucidus ;Fissidens pellucidus var. pellucidus;Variedad;;0;Am 1, Am 2, Am 3, Am 4, Am 5;;;;;Terrestre, Lignícola, Epífito, Saxícola;Suelo, Madera en descomposición, Corteza, Arbol, Roca,  Roca calcárea;;;;;Fissidens pellucidus Hornsch var. pellucidus Nombre aceptado por Pursell 2007 Fl. Neotrop. 101: 201. ;Ussher, M. S. (MERC) ;2011-10-26; En Pursell 1973 como Fissidens prionodes Mont. 
Bryophyta;Bryopsida;Dicranidae;Dicranales;Fissidentaceae;!;Fissidens;plurisetus;;;E.B. Bartram;!Fissidens plurisetus E.B. Bartram;Fissidens plurisetus;Especie;;0;Am 2, Am 4.;;Venezuela,  Nicaragua;;;Epífito, Lignícola, Saxícola;Tronco, Raíz, Madera en descomposición, Roca;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Dicranales;Fissidentaceae;!;Fissidens;polypodioides;;;Hedw.;!Fissidens polypodioides Hedw.;Fissidens polypodioides;Especie;;0;;;México, Colombia, Centro América,  América del Sur;;;Terrestre;Suelo;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Dicranales;Fissidentaceae;!;Fissidens;prionodes;;;Mont;!Fissidens prionodes Mont;Fissidens prionodes;Especie;;0;Am 4, Am 5.;;América del Sur;;;Terrestre;Suelo, Arcilla;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Dicranales;Fissidentaceae;!;Fissidens;radicans;;;Mont.;!Fissidens radicans Mont.;Fissidens radicans;Especie;;0;Am 1, Am 2, Am 3, Am 4, Am 5;;Florida,  Indias Occidentales,  México, Colombia, Guatemala,  Panamá Colombia,  Guyana,  Surinam y Brasil;;;Epífito;;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Dicranales;Fissidentaceae;!;Fissidens;rigidulus;;;Hook. f. & Wilson;!Fissidens rigidulus Hook. f. & Wilson;Fissidens rigidulus;Especie;;0;Am 4, Am 6, Austr 1, Austr 2.;;;;;Acuático, Terrestre;Sumergido, Suelo, Roca;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Dicranales;Fissidentaceae;!;Fissidens;scariosus;;;Mitt.;!Fissidens scariosus Mitt.;Fissidens scariosus;Especie;;0;Am 4.;Venezuela, Bolivia, Colombia, Ecuador y Perú;Belice, Bolivia, Brasil, Colombia, Ecuador, Guyana Francesa, Honduras, México, Panamá, Perú, Surinam, Venezuela;;;Terrestre, Epífito;Suelo, Humus, Raíz, Tronco, Arbol;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Dicranales;Fissidentaceae;!;Fissidens;serratus;;;Müll. Hal.;!Fissidens serratus Müll. Hal.;Fissidens serratus;Especie;;0;;Bolivia, Colombia, Ecuador y Venezuela;Australia, Brasil, Fiyi, Java, Filipinas, Bolivia, Puerto Rico, Chile, Colombia, Costa Rica, Ecuador, Madagascar, Paraguay, Sur África, Estados Unidos y Venezuela;;;;;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Dicranales;Fissidentaceae;!;Fissidens;serratus;var. serratus;;;!Fissidens serratus var. serratus ;Fissidens serratus var. serratus;Variedad;;0;Am 1, Am 2, Am 3, Am 4, Am 5, Afr 2, As 4, Austr 2.;;Venezuela;;;Terrestre, Epífito, Lignícola;Suelo, Tronco, Arbol, Madera en descomposición;;;;;Fissidens serratus Müll. Hal. Hal var. serratus Nombre aceptado por Pursell 2007 Fl. Neotrop. 101: 185.;Ussher, M. S. (MERC) ;2011-10-26;En Pursell 1973 como Fissidens trachelyma (Sull.) Broth. En Pittier 1936 como Fissidens trachelyma (Sull.) Broth.
Bryophyta;Bryopsida;Dicranidae;Dicranales;Fissidentaceae;!;Fissidens;serratus;var. leptochaete;;(Dusén) Brugg.-Nann. & Pursell;!Fissidens serratus var. leptochaete (Dusén) Brugg.-Nann. & Pursell;Fissidens serratus var. leptochaete;Variedad;;0;Am 2, Am 3, Am 4, Am 6, Afr 2, Austr 2.;;Bolivia, Chile, Colombia, Ecuador , Venezuela, Argentina;;;Terrestre;Suelo;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Dicranales;Fissidentaceae;!;Fissidens;spurio-limbatus;;;Broth;!Fissidens spurio-limbatus Broth;Fissidens spurio-limbatus;Especie;;0;;Venezuela, Brasil, Paraguay;Venezuela,  Brasil,  Paraguay;;;Terrestre;Suelo;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Dicranales;Fissidentaceae;!;Fissidens;steerei;;;Grout;!Fissidens steerei Grout;Fissidens steerei;Especie;;0;Am 2, Am 4.;;México, Colombia, Guatemala y Honduras;;;Saxícola;Roca calcárea;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Dicranales;Fissidentaceae;!;Fissidens;submarginatus;;;Bruch;!Fissidens submarginatus Bruch;Fissidens submarginatus;Especie;;0;Am 2, Am 3, Am 4, Am 5, Afr 4, Oc.;;Venezuela, México, Colombia, América Central,  Indias Occidentales,  América del Sur;;;Terrestre, Saxícola, Epífito;Suelo, Roca, Raíz;;;;;Fissidens submarginatus Bruch  Nombre aceptado por Pursell 2007 Fl. Neotrop. 101: 160.  ;Ussher, M. S. (MERC) ;2011-10-25; En Pursell 1973 como Fissidens intermedius Müll. , como Fissidens moritzianus C. Müll y como Fissidens semimarginatus C. Müll. En Pittier 1936 como Fissidens moritzianus Müll. Hal.
Bryophyta;Bryopsida;Dicranidae;Dicranales;Fissidentaceae;;Fissidens;subprosenchymaticus;;;Paris;Fissidens subprosenchymaticus Paris;Fissidens subprosenchymaticus;Especie;;0;Am 4.;Venezuela;;;;;;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Dicranales;Fissidentaceae;!;Fissidens;subradicans;;;Broth;!Fissidens subradicans Broth;Fissidens subradicans;Especie;;0;Am 4, Am 5, Am 6.;;Brasil, Venezuela;;;Epífito, Lignícola;Corteza, Rama, Arbol, Madera en descomposición;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Dicranales;Fissidentaceae;!;Fissidens;subulatifolius;;;(Müll. Hal.) Paris;!Fissidens subulatifolius (Müll. Hal.) Paris;Fissidens subulatifolius;Especie;;0;Am 4, Am 6, Austr 1.;;Australia, Bolivia, Chile, Colombia, Costa Rica, Ecuador, Perú, Argentina, Ecuador, Gran Bretaña, Nueva Zelanda, Irlanda, Venezuela;;;;;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Dicranales;Fissidentaceae;!;Fissidens;subulatus;;;Mitt.;!Fissidens subulatus Mitt.;Fissidens subulatus;Especie;;0;Am 2, Am 3, Am 4, Am 5.;;;;;Terrestre, Saxícola;Suelo, Roca;;;;;Fissidens subulatus Mitt. Nombre aceptado por Pursell 2007 Fl. Neotrop. 101: 217.;Ussher, M. S. (MERC) ;2011-10-26;En Pursell 1973 como Fissidens validicostatus Sull. ex Müll. Hal.
Bryophyta;Bryopsida;Dicranidae;Dicranales;Fissidentaceae;!;Fissidens;wallisii;;;Müll. Hal;!Fissidens wallisii Müll. Hal;Fissidens wallisii;Especie;;0;;;México, Colombia, América Central,  América del Sur;;;Terrestre, Saxícola, Epífito;Suelo, Roca, Base de tronco;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Dicranales;Fissidentaceae;!;Fissidens;weirii;;;Mitt.;!Fissidens weirii Mitt.;Fissidens weirii;Especie;;0;;Perú;Belice,  Jamaica,  Gabón,  Madagascar,  Nigeria,  Perú,  Brasil,  Costa Rica,  El Salvador,  Guatemala,  México y Panamá;;;;;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Dicranales;Fissidentaceae;!;Fissidens;weirii;var. hemicraspedophyllus;;(Cardot) Pursell;!Fissidens weirii var. hemicraspedophyllus (Cardot) Pursell;Fissidens weirii var. hemicraspedophyllus;Variedad;;0;Am 2, Am 4.;;;;;Terrestre, Saxícola, Epífito, Lignícola;Suelo, Roca, Base de tronco# Madera en descomposición;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Dicranales;Fissidentaceae;!;Fissidens;weirii;var. weirii;;;!Fissidens weirii var. weirii ;Fissidens weirii var. weirii;Variedad;;0;Am 2, Am 3, Am 4, Am 5, Afr 2.;;México, Colombia, América Central,  Indias Occidentales,  América del Sur;;;Terrestre, Saxícola, Epífito;Suelo, Roca, Base de tronco, Arbol, Raíz;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Dicranales;Fissidentaceae;!;Fissidens;yucatanensis;;;Steere;!Fissidens yucatanensis Steere;Fissidens yucatanensis;Especie;;0;Am 2, Am 4.;;;;;Terrestre;Suelo;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Dicranales;Fissidentaceae;!;Fissidens;zollingeri;;;Mont.;!Fissidens zollingeri Mont.;Fissidens zollingeri;Especie;;0;Am 1, Am 2, Am 3, Am 4, Am 5, As 2, As 3, As 4, Oc.;;;;;Terrestre, Lignícola, Epífito;Suelo, Madera en descomposició,  Raíz;;;;;Fissidens zollingeri Mont. Nombre aceptado por Pursell 2007 Fl. Neotrop 101: 225. ;Ussher, M. S. (MERC) ;2011-10-24; En Pursell 1973 como Fissidens caripensis (Hampe & C. Müll) Par. y como Fissidens kegelianus C. Müll / En Pittier 1936 como Fissidens caripensis (Hampe & C. Müll) Broth. y como Fissidens kegelianus C. Müll
Bryophyta;Bryopsida;Funariidae;Funariales;Funariacea;!;Entosthodon;bonplandii;;;(Hook.) Mitt.;!Entosthodon bonplandii (Hook.) Mitt.;Entosthodon bonplandii;Especie;;0;Am 1, Am 2, Am 3, Am 4, Am 5;;;;;Terrestre;Talud, Suelo arcilloso;;;;;;;;
Bryophyta;Bryopsida;Funariidae;Funariales;Funariacea;!;Entosthodon;jamesonii;;;(Taylor) Mitt.;!Entosthodon jamesonii (Taylor) Mitt.;Entosthodon jamesonii;Especie;;0;Am 2, Am 3, Am 4, As 4.;;;;;;;;;;;;;;
Bryophyta;Bryopsida;Funariidae;Funariales;Funariacea;!;Entosthodon;laxus;;;(Wilson in Hook. f.) Mitt.;!Entosthodon laxus (Wilson in Hook. f.) Mitt.;Entosthodon laxus;Especie;;0;Am 4, Am 6, Afr 4, Austr 1, Austr 2.;;;;;;;;;;;;;;
Bryophyta;Bryopsida;Funariidae;Funariales;Funariacea;!;Entosthodon;lindigii;;;(Hampe) Mitt.;!Entosthodon lindigii (Hampe) Mitt.;Entosthodon lindigii;Especie;;0;Am 2, Am 4, Am 6.;;;;;Terrestre;Suelo;;;;;;;;En Griffin 1975 como Funaria lindigii (Hampe) Broth.
Bryophyta;Bryopsida;Funariidae;Funariales;Funariacea;!;Entosthodon;obtusifolius;;;Hook.f.;!Entosthodon obtusifolius Hook.f.;Entosthodon obtusifolius;Especie;;0;Am 2, Am 4, Am 5, Am 6.;;Bolivia,  Colombia,  Honduras,  Chile;;;;;;;;;;;;En Pittier 1936 como Funaria acutifolia (Hampe) Broth.
Bryophyta;Bryopsida;Funariidae;Funariales;Funariacea;!;Entosthodon;radians;;;(Hedw.) Müll. Hal.;!Entosthodon radians (Hedw.) Müll. Hal.;Entosthodon radians;Especie;;0;Am 4, Austr 1, Austr 2, Oc.;;;;;;;;;;;;;;
Bryophyta;Bryopsida;Funariidae;Funariales;Funariacea;!;Funaria;hygrometrica;;;Hedw;!Funaria hygrometrica Hedw;Funaria hygrometrica;Especie;;0;Cosm.;;;;;Terrestre, Epífito;Suelo arenoso, Muro;;;;;;;;En Pittier 1936 como Funaria calvescens Schwägr.
Bryophyta;Bryopsida;Funariidae;Funariales;Funariacea;!;Funaria;macrospora;;;R. S. Williams;!Funaria macrospora R. S. Williams;Funaria macrospora;Especie;;0;Am 4.;Venezuela, Perú y Bolivia;Perú, Venezuela;;;;;;;;;;;;
Bryophyta;Bryopsida;Funariidae;Funariales;Funariacea;!;Funaria;microstoma;;;Bruch ex. Schimp.;!Funaria microstoma Bruch ex. Schimp.;Funaria microstoma;Especie;;0;Am 1, Am 4, Afr 1, As 1, Austr 2, Eur.;;Austria,  Perú,  Australia,  Canadá,  China,  Kazajistán,  Mongolia,  Nueva Zelanda,  Estados Unidos;;;;;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Grimmiales;Grimmiaceae;;Bucklandiella;subsecunda;;;(Hook. & Grev. ex Harv.) Bednarek-Ochyra & Ochyra;Bucklandiella subsecunda (Hook. & Grev. ex Harv.) Bednarek-Ochyra & Ochyra;Bucklandiella subsecunda;Especie;;0;;Bolivia, Colombia, Ecuador, Perú, Venezuela;Brasil, Bolivia, Colombia, Ecuador, Perú, Venezuela;Andes;Bosque nublado, Páramo;;;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Grimmiales;Grimmiaceae;!;Grimmia;elongata;;;Kaulf.;!Grimmia elongata Kaulf.;Grimmia elongata;Especie;;0;Am 4, Am 5, Am 6, Afr 2, Afr 2, Afr 4, As 1, As 2, As 3, Eur.;;Bolivia,  Chile,  Alemania,  Guatemala,  México, Colombia, Japón,  Taiwán,  Argentina,  Bolivia,  Canadá,  Brasil,  China,  Guatemala,  Groenlandia,  México, Colombia, Mongolia,  Kazajistán,  Rusia,  Estados Unidos  Europa,  Asia,  norte y sur América;;;;;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Grimmiales;Grimmiaceae;!;Grimmia;fuscolutea;;;Hook.;!Grimmia fuscolutea Hook.;Grimmia fuscolutea;Especie;;0;Am 1, Am 2, Am 4, Am 6, Afr 2, Afr 3, Afr 4, Ant, As 1, As 1, As 2, As 3, Eur.;;;;;Saxícola;Roca;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Grimmiales;Grimmiaceae;!;Grimmia;longirostris;;;Hook.;!Grimmia longirostris Hook.;Grimmia longirostris;Especie;;0;Am 1, Am 2, Am 3, Am 4, Am 5, Am 6, , Afr 2, Afr 3, Afr 4, As 1, As 2, As 3, As 4, austr 1, 2, Eur.;;;;;;;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Grimmiales;Grimmiaceae;!;Grimmia;navicularis;;;Herzog;!Grimmia navicularis Herzog;Grimmia navicularis;Especie;;0;Am 4, Am 6.;;Bolivia, Chile, Colombia, Ecuador, Perú, Argentina, Venezuela;;;;;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Grimmiales;Grimmiaceae;!;Grimmia;ovalis;;;(Hedw.) Lindb.;!Grimmia ovalis (Hedw.) Lindb.;Grimmia ovalis;Especie;;0;;Venezuela, Bolivia, Colombia, Ecuador y Perú;Venezuela ,  Estados Unidos,  Alemania Noruega,  Polonia,  Sudáfrica,  Canadá,  Armenia,  China,  Bolivia,  Colombia,  Costa Rica,  Guatemala,  México, Colombia, Irak,  Mongolia,  Ecuador,  Perú,  Federación de Rusia,  Austria,  India,  Kazajistán,  Lesoto,  Marruecos,  Reino Unido,  Brasil;;;;;;;;;;;;En Pittier 1936 como Grimmia ovata F. Weber & D. Mohr
Bryophyta;Bryopsida;Dicranidae;Grimmiales;Grimmiaceae;!;Grimmia;pilifera;;;P. Beauv.;!Grimmia pilifera P. Beauv.;Grimmia pilifera;Especie;;0;;Canadá, China, Hawaii, Japón, México, Federación REstados Unidos, Corea del Sur, Estados Unidos, Mongolia;;;;;;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Grimmiales;Grimmiaceae;!;Grimmia;reflexidens;;;Müll. Hal.;!Grimmia reflexidens Müll. Hal.;Grimmia reflexidens;Especie;;0;;;Europa,  Asia,  África,  Australia,  Antártica,  Norte y América del Sur;;;Saxícola;Roca;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Grimmiales;Grimmiaceae;!;Grimmia;trichophylla;;;Grev.;!Grimmia trichophylla Grev.;Grimmia trichophylla;Especie;;0;Am 1, Am 2, Am 4, Am 6, Afr 1, Afr 2, Afr 4, As 3, As 5, Austr 1, Austr 2, Eur.;;Argentina, Australia, Bolivia, Canadá, Islas Canarias, Chile, Colombia, Costa Rica, Finlandia, Alemania, Gran Bretaña, Grecia, Hawái  , Honduras, Islandia, Israel, México, Panamá, Perú, Polonia, Cerdeña, Sur Corea, Estados Unidos. Ecuador, Guatemala, Irak, Japón, Nueva Zelanda, Venezuela;;;;;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Grimmiales;Grimmiaceae;!;Ptychomitrium;chimborazense;;;(Mitt.) A. Jaeger;!Ptychomitrium chimborazense (Mitt.) A. Jaeger;Ptychomitrium chimborazense;Especie;;0;;Bolivia, Colombia, Perú, Ecuador;Argentina,  Bolivia,  Colombia,  Perú,  Ecuador y México;;;;;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Grimmiales;Grimmiaceae;!;Racomitrium;crispulum;;;(Hook. f. & Wils.) Hook. f. & Wils.;!Racomitrium crispulum (Hook. f. & Wils.) Hook. f. & Wils.;Racomitrium crispulum;Especie;;0;;;Cosmopolita;;;;;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Grimmiales;Grimmiaceae;!;Racomitrium;crispipilum;;;(Taylor) A. Jaeger;!Racomitrium crispipilum (Taylor) A. Jaeger;Racomitrium crispipilum;Especie;;0;;Bolivia, Colombia, Ecuador, Perú y Venezuela;Argentina, Australia, Bolivia, Brasil, Chile, Colombia, Costa Rica, Ecuador, Malvinas, Panamá, Perú y Venezuela;;;;;;;;;;;;En Pittier 1936 como Rhacomitrium crispipilum (Tayl.) Jaeg. 
Bryophyta;Bryopsida;Dicranidae;Grimmiales;Grimmiaceae;;Racomitrium;crispipilum;var. crispipilum;;;Racomitrium crispipilum var. crispipilum ;Racomitrium crispipilum var. crispipilum;Variedad;;0;Am 4, Austr 1, Austr 2.;;;;;;;;;;;;;;
