Imagen;Descripcion;Autor;Coleccion 
Fisasp001;Zona apical de la rama;Ussher 2003;Ussher et al. 9905-217 (MERC)
Fisasp002;Disposición de los filidios sobre el tallo;Ussher 2003;Ussher et al. 9905-217 (MERC)
Fisasp003;Filidio;Ussher 2003;Ussher et al. 9905-217 (MERC)
Fisasp004;Zona apical del filidio;Ussher 2003;Ussher et al. 9905-217 (MERC)
Fisasp005;Células oblicuas de la lámina amplectante;Ussher 2003;Ussher et al. 9905-217 (MERC)
Fisasp006;Células abultadas de la lámina;Ussher 2003;Ussher et al. 9905-217 (MERC)
Fisasp007;"Fissidens asplenioides Hedw.  a. Rama; b. Disposición de los filidios sobre el tallo; c. Filidio; d. Zona apical del filidio; e. Células abultadas de la lámina; f. Células oblicuas de la lámina amplectante.";Ussher 2003;Ussher et al. 9905-217 (MERC)
