Imagen;Descripcion;Autor;Coleccion
Encasp001;Hábito;Delgado et al 2012;TP 9724/W (MERC)
Encasp002;Filidio;Delgado et al 2012;TP 9724/W (MERC)
Encasp003;Células cuadradas de la lámina con papilas ramificadas;Delgado et al 2012;TP 9724/W (MERC)
Encasp004;Detalle de papilas;Delgado et al 2012;TP 9724/W (MERC)
Encasp005;Caliptra mitrada;Delgado et al 2012;TP 9724/W (MERC)
