Imagen;Descripción;Autor;Colección
Plaaqu001;Dispisición de los filidios sobre el caulidio;Ussher 2003;Ussher & Aguirre 9904-152 (MERC)
Plaaqu002;Filidio;Ussher 2003;Ussher & Aguirre 9904-152 (MERC)
Plaaqu003;Zona apical del filidio;Ussher 2003;Ussher & Aguirre 9904-152 (MERC)
Plaaqu004;Costa con bifurcación;Ussher 2003;Ussher & Aguirre 9904-152 (MERC)
Plaaqu005;Células mediales de la lámina;Ussher 2003;Ussher & Aguirre 9904-152 (MERC)
Plaaqu006;"Platyhypnidium aquaticum (A. Jaeger) M. Fleisch.  a. Disposición de los filidios sobre el caulidio; b. Costa con bifurcación; c. Zona apical del filidio; d. Rama; e. Células mediales de la lámina; f. Filidio";Ussher 2003;Ussher & Aguirre 9904-152 (MERC)
