Imagen;Descripcion;Autor;Coleccion
Thutom001;Hábito;Delgado et al 2012;SE (MEC)
Thutom002;Detalle de una rama;Delgado et al 2012;SE (MEC)
Thutom003;Filidio;Delgado et al 2012;SE (MEC)
Thutom004;Paráfilos. Detalle;Delgado et al 2012;SE (MEC)
