Imagen;Descripción;Autor;Colección
Priden001;Zona basal del filidio ;Ussher 2003;Ussher & Leon 9906-245 (MERC)
Priden002;Zona apical del filidio ;Ussher 2003;Ussher & Leon 9906-245 (MERC)
Priden003;Zona medial del filidio ;Ussher 2003;Ussher & Leon 9906-245 (MERC)
Priden004;Células mediales de la lámina;Ussher 2003;Ussher & Leon 9906-245 (MERC)
Priden005;Ápice;Ussher 2003;Ussher & Leon 9906-245 (MERC)
Priden006;Células basales de la lámina;Ussher 2003;Ussher & Leon 9906-245 (MERC)
Priden007;"Prionodon densus (Hedw.) Müll. Hal.  a. Zona basal del filidio; b. Zona apical del filidio; c. Zona medial del filidio; d. Células basales de la lámina; e. Células mediales de la lámina; f. Ápice";Ussher 2003;Ussher & León 9906-245 (MERC)
