Imagen;Descripcion;Autor;Coleccion
Bryden001;Disposición de los filidios sobre el caulidio;Ussher 2003;Ussher & Aguirre 9904-110 A (MERC)
Bryden002;Filidio;Ussher 2003;Ussher & Aguirre 9904-110 A (MERC)
Bryden003;Células del borde;Ussher 2003;Ussher & Aguirre 9904-110 A (MERC)
Bryden004;Ápice del filidio;Ussher 2003;Ussher & Aguirre 9904-110 A (MERC)
Bryden005;Células mediales de la lámina;Ussher 2003;Ussher & Aguirre 9904-110 A (MERC)
Bryden006;"Bryum densifolium  Brid.  a. Rama; b. Disposición de los filidios sobre el caulidio; c. Filidio; d. Ápice; e. Células mediales de la lámina; f. Células del borde.

";Ussher 2003;Ussher & Aguirre 9904-110 A (MERC)
