Imagen;Descripcion;Autor;Coleccion
Tragla001;Hábito, gametofito y esporofito;Ussher 2003;Ussher et al. 9902-34 (MERC)
Tragla002;Esporofitos;Ussher 2003;Ussher et al. 9902-34 (MERC)
Tragla003;Filidio;Ussher 2003;Ussher et al. 9902-34 (MERC)
Tragla004;Zona basal del filidio;Ussher 2003;Ussher et al. 9902-34 (MERC)
Tragla005;Papilas de la célula de la lámina;Ussher 2003;Ussher et al. 9902-34 (MERC)
Tragla006;Células mediales de la lámina;Ussher 2003;Ussher et al. 9902-34 (MERC)
Tragla007;"Trachyxiphium glanduliferum (Hampe) S. P. Churchill & E. Linares  a. Hábito, gametofito y esporofito; b.  Esporofitos; c. Filidios; d. Zona basal del filidio; e. Filidio; f. Células mediales de la lámina; g. Papilas altas en la superficie distal posterior de la lámina; h. Papilas de las células de la lámina";Ussher 2003;Ussher et al. 9902-34 (MERC)
