Imagen;Descripcion;Autor;Colección
;;;
;;;
;;;
Poleri00;"Polytrichum ericoides Hampe  a. y b. Hábito; c. Corte transversal de la hoja; d. Ápice; e. Hoja";Ussher 2003;Ussher & Perdomo 0008-298 (MERC)
