Imagen;Descripción;Autor;Colección
Mitrep001;Gametofito y esporofito;Ussher 2003;Ussher et al. 9905-153A (MERC)
Mitrep002;Hábito;Ussher 2003;Ussher et al. 9905-153A (MERC)
Mitrep003;Rama;Ussher 2003;Ussher et al. 9905-153A (MERC)
Mitrep004;Filidios;Ussher 2003;Ussher et al. 9905-153A (MERC)
Mitrep005;Filidio;Ussher 2003;Ussher et al. 9905-153A (MERC)
Mitrep006;Zona basal del filidio;Ussher 2003;Ussher et al. 9905-153A (MERC)
Mitrep007;Zona apical del filidio;Ussher 2003;Ussher et al. 9905-153A (MERC)
Mitrep008;Células mediales de la lámina;Ussher 2003;Ussher et al. 9905-153A (MERC)
Mitrep009;"Mittenothamnium reptans (Hedw.) Cardot  a. Hábito; b. Gametofito y esporofito; c. Rama; d. Filidio; e. Zona apical del filidio; f. Zona basal del filidio; g. Células mediales de la lámina";Ussher 2003;Ussher et al. 9905-153A (MERC)
